Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,10,165,47,549,502,181.68,0.00%,.0,0.11,5976.0
Hit_the_portal_with-cache,10,165,47,549,502,181.68,0.00%,.0,0.11,5976.0
676 /escm/login/doAuth?id=loginform,10,1344,1061,1664,1528,175.71,0.00%,.0,0.17,9584.0
680 /escm/dashboard/myAccountInfo,10,1026,777,1286,1229,166.55,0.00%,.0,0.15,8438.6
SP_user_login_46_with_cache,10,2370,1854,2814,2657,284.82,0.00%,.0,0.32,18022.6
681 /escm/customer/index,10,1139,849,1740,1312,242.82,0.00%,.0,0.29,16047.0
682 /escm/customer/list,10,1196,720,2003,1641,380.73,0.00%,.0,0.28,15781.0
684 /escm/customer/setSearchBy,10,23,14,48,35,10.51,0.00%,.0,0.01,457.0
686 /escm/messages,10,17,11,37,25,8.11,0.00%,.0,0.01,461.0
685 /escm/customer/listByCriteria,10,300,215,576,443,110.81,0.00%,.0,0.08,4502.0
687 /escm/customer/renderCustomerOrganizationDetails,10,632,466,899,865,162.46,0.00%,.0,0.73,40201.7
688 /escm/messages,10,18,10,66,18,15.88,0.00%,.0,0.01,461.0
689 /escm/messages,10,13,11,24,14,3.66,0.00%,.0,0.01,461.0
List_organizations_with_cache,10,3342,2311,4140,3959,581.41,0.00%,.0,1.41,78371.7
TOTAL,140,839,10,4140,2311,994.26,0.00%,.3,3.67,14624.3
