Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
createSPUser,1,236,236,236,236,236,236,236,0.000%,4.23729,1.07,0.00
TOTAL,1,236,236,236,236,236,236,236,0.000%,4.23729,1.07,0.00
