Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
88 /escm/login/auth,30,389,36,1190,786,326.33,0.00%,.5,2.88,5976.0
93 /escm/images/favicon.ico,30,26,4,181,40,37.09,0.00%,.5,93.41,191359.0
New_hit_the_portal_4.6,30,1089,450,2330,1530,426.81,0.00%,.5,370.67,782623.0
158 /escm/login/doAuth?id=loginform,30,6351,1135,14158,12337,4568.29,0.00%,.4,3.80,9621.3
184 /escm/images/favicon.ico,30,11,3,53,22,13.02,0.00%,.5,0.06,125.0
new_SP_user_login_4.6,30,7968,2152,15203,13559,4490.02,0.00%,.4,239.72,607338.3
1 /escm/order/index,30,7291,1544,16587,15113,4642.23,0.00%,.4,8.78,22173.8
51 /escm/images/favicon.ico,30,14,2,93,18,20.64,0.00%,.5,0.06,125.0
56 /escm/images/sidebar-bg.jpg,30,12,3,52,25,11.68,0.00%,.5,0.83,1703.0
59 /escm/order/showOrderDetail,30,3607,1357,13976,11361,3961.85,0.00%,.5,10.49,22386.7
69 /escm/messages,30,18,7,63,28,13.04,0.00%,.5,0.22,461.0
70 /escm/recentItem,30,14,7,87,21,14.16,0.00%,.5,0.17,341.0
new_List_Orders,30,12728,5547,20208,19685,4811.13,0.00%,.4,280.49,744667.5
TOTAL,390,3040,2,20208,11747,4921.95,0.00%,5.0,899.81,183761.6
