sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,20,141,65,313,397,668,45,668,0.00%,.3,1.9,153.19
Hit_the_portal_with-cache,20,141,65,313,397,668,45,668,0.00%,.3,1.9,153.19
143 /escm/productOffer/index,20,110,73,132,148,581,48,581,0.00%,.3,.6,111.69
144 /escm/productOffer/list,20,79,74,112,124,133,52,133,0.00%,.3,.6,23.07
147 /escm/productOffer/getAllService,20,45,39,47,83,100,34,100,100.00%,.3,.7,16.22
148 /escm/messages,20,37,31,50,58,71,24,71,100.00%,.3,.6,12.54
146 /escm/productOffer/offerList,20,55,50,77,80,86,37,86,100.00%,.3,.7,14.41
149 /escm/recentItem,20,48,45,61,79,96,34,96,100.00%,.3,.7,15.16
150 /escm/messages,20,35,30,45,59,114,25,114,100.00%,.3,.6,19.54
151 /escm/recentItem,20,43,39,60,67,82,29,82,100.00%,.3,.7,12.84
List_offers_46_SP_with_cache,20,453,418,492,651,865,316,865,100.00%,.3,5.0,116.65
676 /escm/login/doAuth?id=loginform,20,1280,1154,1947,2243,2517,619,2517,0.00%,.3,3.0,571.11
680 /escm/dashboard/myAccountInfo,20,902,1048,1452,1452,2155,313,2155,0.00%,.3,2.6,535.83
SP_user_login_46_with_cache,20,2183,1898,3648,3695,3969,959,3969,0.00%,.3,5.5,1032.91
167 /escm/productOffer/productModelSearch/productModelSearch,20,2395,2436,2873,3036,3403,1543,3403,0.00%,.3,7.2,507.69
168 /escm/productOffer/showOfferDetails,20,1065,983,1442,1888,1968,585,1968,0.00%,10.2,99.4,369.55
169 /escm/messages,20,14,12,19,29,36,8,36,0.00%,555.6,250.1,6.89
170 /escm/recentItem,20,15,12,27,27,30,8,30,0.00%,666.7,222.0,6.33
Offer_search_by_offerid_46_with_cache,20,3490,3546,4158,4440,4817,2177,4817,0.00%,.3,10.3,664.47
TOTAL,380,659,71,2457,3172,4037,8,4817,36.84%,5.9,44.4,1048.16
