timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,URL,Latency,Hostname
31/10/2017 13:03,212,getofferListExtended,200,OK,Thread Group 1-1,text,true,978735,3,3,http://10.10.3.16:8080/escm/services/catalog?wsdl,142,ESCM-APP
31/10/2017 13:03,219,getofferListExtended,200,OK,Thread Group 1-2,text,true,978735,3,3,http://10.10.3.16:8080/escm/services/catalog?wsdl,155,ESCM-APP
31/10/2017 13:03,208,getofferListExtended,200,OK,Thread Group 1-3,text,true,978735,3,3,http://10.10.3.16:8080/escm/services/catalog?wsdl,138,ESCM-APP
31/10/2017 13:03,228,getofferListExtended,200,OK,Thread Group 1-4,text,true,978735,2,2,http://10.10.3.16:8080/escm/services/catalog?wsdl,169,ESCM-APP
31/10/2017 13:03,212,getofferListExtended,200,OK,Thread Group 1-5,text,true,978735,1,1,http://10.10.3.16:8080/escm/services/catalog?wsdl,153,ESCM-APP
