"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"10/09/2015 16:16:54.003"," ","2"
"10/09/2015 16:16:57.019","20.531379764289206","0"
"10/09/2015 16:17:00.035","22.487274951429605","0"
"10/09/2015 16:17:03.038","2.982404734943056","0"
"10/09/2015 16:17:06.042","2.1303918332793326","0"
"10/09/2015 16:17:09.045","1.7985154928403135","0"
"10/09/2015 16:17:12.051","2.0259971797125575","0"
"10/09/2015 16:17:15.056","2.0252793852665318","1"
"10/09/2015 16:17:18.067","3.6233654107974189","0"
"10/09/2015 16:17:21.078","3.1392031016547972","0"
"10/09/2015 16:17:24.082","1.9026279438749905","2"
"10/09/2015 16:17:27.085","2.7606231532349756","0"
"10/09/2015 16:17:30.094","5.1687044012181715","3"
"10/09/2015 16:17:33.116","3.1153170643634098","0"
"10/09/2015 16:17:36.130","12.839498619425338","0"
"10/09/2015 16:17:39.143","2.3391221057188827","0"
"10/09/2015 16:17:42.159","1.0361545704591912","0"
"10/09/2015 16:17:45.159","1.757846080717973","2"
"10/09/2015 16:17:48.159","0.32555654729593542","2"
"10/09/2015 16:17:51.165","0","2"
"10/09/2015 16:17:54.181","0.64744599805618419","0"
