sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
33 /escm/login/auth,20,169,75,486,510,676,32,676,0.00%,29.6,151.0,188.52
43 /escm/images/favicon.ico,20,12,7,22,34,41,5,41,0.00%,487.8,91158.1,10.14
Hit_the_portal,20,578,413,999,1097,1540,279,1540,100.00%,13.0,8777.0,325.63
65 /escm/login/doAuth?id=loginform,20,3204,3165,4754,4833,5852,1201,5852,0.00%,3.4,30.2,1254.97
99 /escm/images/favicon.ico,20,12,6,35,36,40,3,40,0.00%,500.0,61.0,12.53
sp_userlogin_46,20,4305,4513,6002,6107,6697,1756,6697,0.00%,3.0,1340.1,1386.48
49 /escm/productOffer/index,20,3276,3286,4995,5080,5605,1809,5605,0.00%,3.6,42.1,1064.53
61 /escm/productOffer/getAllService,20,111,60,279,363,369,12,369,0.00%,54.2,25.9,111.39
59 /escm/productOffer/offerList,20,101,82,209,233,244,27,244,0.00%,82.0,449.7,68.30
62 /escm/messages,20,26,10,44,96,166,7,166,0.00%,120.5,54.2,37.90
63 /escm/messages,20,11,9,11,33,34,6,34,0.00%,588.2,264.8,7.57
65 /escm/recentItem,20,25,12,70,81,96,6,96,0.00%,208.3,69.4,25.60
66 /escm/recentItem,20,18,11,35,63,71,5,71,0.00%,281.7,93.8,18.09
60 /escm/productOffer/offerList,20,616,506,1165,1180,1666,154,1666,0.00%,12.0,88.4,441.29
67 /escm/messages,20,12,11,20,20,32,7,32,0.00%,625.0,281.4,5.94
72 /escm/recentItem,20,10,9,17,18,24,5,24,0.00%,833.3,277.5,4.90
List_offers,20,4350,4203,6273,6679,7250,2436,7250,0.00%,2.8,288.8,1438.96
133 /escm/productOffer/productModelSearch/productModelSearch,20,6935,6119,11570,12763,13403,2236,13403,0.00%,1.5,31.1,3441.19
178 /escm/images/favicon.ico,20,7,4,17,17,18,2,18,0.00%,.3,.0,5.24
184 /escm/productOffer/showOfferDetails,20,2214,1167,6063,9813,10362,729,10362,0.00%,.3,3.0,2851.23
185 /escm/messages,20,26,14,46,59,139,8,139,0.00%,.3,.1,29.41
186 /escm/recentItem,20,15,9,27,45,53,6,53,0.00%,.3,.1,12.49
Offer_search_by_id,20,10377,10655,15650,16064,16896,4967,16896,0.00%,1.2,570.3,3780.89
TOTAL,460,1583,49,5080,8455,13403,2,16896,4.35%,7.5,642.1,2975.14
