timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,grpThreads,allThreads,Latency
2015/10/09 16:40:13.003,2140,6 /escm/login/auth,200,OK,Thread Group 1-3,text,true,5,5,2138
2015/10/09 16:40:12.000,3402,6 /escm/login/auth,200,OK,Thread Group 1-1,text,true,5,5,3400
2015/10/09 16:40:12.000,1112,6 /escm/login/auth,200,OK,Thread Group 1-4,text,true,5,5,1111
2015/10/09 16:40:12.000,3144,6 /escm/login/auth,200,OK,Thread Group 1-2,text,true,5,5,3141
2015/10/09 16:40:15.160,82,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-1,text,true,5,5,69
2015/10/09 16:40:15.078,167,6 /escm/login/auth,200,OK,Thread Group 1-5,text,true,5,5,159
2015/10/09 16:40:15.161,94,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-2,text,true,5,5,88
2015/10/09 16:40:15.160,98,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-4,text,true,5,5,49
2015/10/09 16:40:15.160,101,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-3,text,true,5,5,89
2015/10/09 16:40:15.247,63,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-5,text,true,5,5,54
2015/10/09 16:40:15.257,57,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-2,text,true,5,5,53
2015/10/09 16:40:15.263,54,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-3,text,true,5,5,52
2015/10/09 16:40:15.244,77,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-1,text,true,5,5,73
2015/10/09 16:40:15.260,69,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-4,text,true,5,5,69
2015/10/09 16:40:15.312,27,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-5,text,true,5,5,27
2015/10/09 16:40:15.327,139,10 /escm/css/merchant.css,200,OK,Thread Group 1-1,text,true,5,5,61
2015/10/09 16:40:15.316,172,10 /escm/css/merchant.css,200,OK,Thread Group 1-2,text,true,5,5,75
2015/10/09 16:40:15.337,243,10 /escm/css/merchant.css,200,OK,Thread Group 1-4,text,true,5,5,161
2015/10/09 16:40:15.341,310,10 /escm/css/merchant.css,200,OK,Thread Group 1-5,text,true,5,5,190
2015/10/09 16:40:15.320,393,10 /escm/css/merchant.css,200,OK,Thread Group 1-3,text,true,5,5,295
2015/10/09 16:40:15.582,137,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-4,text,true,5,5,83
2015/10/09 16:40:15.468,266,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,5,5,188
2015/10/09 16:40:15.490,266,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-2,text,true,5,5,196
2015/10/09 16:40:15.653,140,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-5,text,true,5,5,68
2015/10/09 16:40:15.715,129,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-3,text,true,5,5,44
2015/10/09 16:40:15.720,136,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-4,text,true,5,5,58
2015/10/09 16:40:15.737,160,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-1,text,true,5,5,47
2015/10/09 16:40:15.858,43,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-4,text,true,5,5,41
2015/10/09 16:40:15.899,13,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-1,text,true,5,5,11
2015/10/09 16:40:15.903,42,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-4,text,true,5,5,42
2015/10/09 16:40:15.846,123,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-3,text,true,5,5,37
2015/10/09 16:40:15.914,57,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-1,text,true,5,5,57
2015/10/09 16:40:15.758,232,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-2,text,true,5,5,68
2015/10/09 16:40:15.947,73,14 /escm/js/validator.js,200,OK,Thread Group 1-4,text,true,5,5,66
2015/10/09 16:40:15.971,60,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-3,text,true,5,5,56
2015/10/09 16:40:15.973,70,14 /escm/js/validator.js,200,OK,Thread Group 1-1,text,true,5,5,66
2015/10/09 16:40:15.992,64,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-2,text,true,5,5,60
2015/10/09 16:40:16.058,12,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-2,text,true,5,5,12
2015/10/09 16:40:16.033,44,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-3,text,true,5,5,43
2015/10/09 16:40:16.022,57,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-4,text,true,5,5,55
2015/10/09 16:40:16.045,46,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-1,text,true,5,5,42
2015/10/09 16:40:16.072,20,14 /escm/js/validator.js,200,OK,Thread Group 1-2,text,true,5,5,16
2015/10/09 16:40:16.081,36,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-4,text,true,6,6,34
2015/10/09 16:40:16.078,42,14 /escm/js/validator.js,200,OK,Thread Group 1-3,text,true,6,6,32
2015/10/09 16:40:16.093,33,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-1,text,true,6,6,31
2015/10/09 16:40:16.094,49,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-2,text,true,6,6,25
2015/10/09 16:40:16.121,35,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-3,text,true,6,6,35
2015/10/09 16:40:15.795,371,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-5,text,true,6,6,115
2015/10/09 16:40:16.145,24,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-2,text,true,6,6,23
2015/10/09 16:40:16.158,13,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-3,text,true,6,6,13
2015/10/09 16:40:16.168,10,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-5,text,true,6,6,9
