Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
31 /escm/js/datatable.js,30,34,23,63,84,148,6,148,0.00%,1.8,.0
36 /escm/js/jquery-validate/additional-methods.min.js,30,60,44,131,153,279,10,279,0.00%,1.8,.0
35 /escm/js/jquery.qtip-1.0.0-rc3.min.js,30,67,41,118,154,244,16,244,0.00%,1.8,.0
49 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,30,65,42,159,167,222,10,222,0.00%,1.8,.0
45 /escm/js/placeholders.min.js,30,84,36,98,148,1069,7,1069,0.00%,1.8,.0
50 /escm/css/modern_ui/usageGraph/examples.css,30,80,24,73,148,950,10,950,0.00%,1.8,.0
47 /escm/js/jquery.slimscroll.min.js,30,39,25,69,90,278,7,278,0.00%,1.8,.0
57 /escm/js/usageGraphJS/excanvas.min.js,30,160,39,420,425,1190,12,1190,0.00%,1.8,.0
69 /escm/css/modern_ui/images/dropDown.png,30,126,31,102,523,1499,10,1499,0.00%,1.8,.0
48 /escm/js/main.js,30,91,33,183,184,1017,9,1017,0.00%,1.8,.0
38 /escm/css/tablesorter.css,30,52,22,180,181,185,8,185,0.00%,1.8,.0
37 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,30,74,20,178,185,1010,8,1010,0.00%,1.8,.0
52 /escm/js/escm_alert.js,30,54,30,113,129,301,7,301,0.00%,1.8,.0
61 /escm/js/clearinput.js,30,163,23,298,1011,1229,10,1229,0.00%,1.8,.0
58 /escm/js/jquery.elastic.source.js,30,56,31,171,173,190,8,190,0.00%,1.9,.0
44 /escm/js/usageGraphJS/jquery.jqplot.min.js,30,87,78,128,139,182,39,182,0.00%,1.9,.0
56 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,30,41,25,90,90,146,12,146,0.00%,1.9,.0
40 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,30,50,26,83,85,500,7,500,0.00%,1.9,.0
54 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,30,41,22,83,109,170,10,170,0.00%,1.9,.0
42 /escm/js/usageGraphJS/jqplot.highlighter.min.js,30,51,24,104,124,525,8,525,0.00%,1.9,.0
53 /escm/js/usageGraphJS/jqplot.cursor.min.js,30,35,28,62,62,88,14,88,0.00%,1.9,.0
62 /escm/js/slideBlock.js,30,29,22,77,79,130,8,130,0.00%,1.9,.0
63 /escm/js/panels.js,30,34,22,36,74,228,13,228,0.00%,1.8,.0
34 /escm/css/modern_ui/jquery.multiselect.css,30,26,21,57,67,84,5,84,0.00%,1.9,.0
33 /escm/js/jquery.tablesorter.js,30,47,33,95,100,175,17,175,0.00%,1.9,.0
55 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,30,25,21,41,45,78,10,78,0.00%,1.9,.0
51 /escm/js/jquery.scrollToTop.min.js,30,25,19,44,53,98,7,98,0.00%,1.9,.0
59 /escm/js/jquery.ui.timepicker.js,30,43,31,63,78,175,20,175,0.00%,1.9,.0
46 /escm/js/MonthPicker.min.js,30,23,24,33,34,56,9,56,0.00%,1.9,.0
66 /escm/images/myAccount.png,30,24,19,34,39,134,7,134,0.00%,1.9,.0
68 /escm/css/modern_ui/images/CP_login.png,30,31,18,61,102,216,7,216,0.00%,1.9,.0
67 /escm/images/settings.png,30,34,21,56,64,319,8,319,0.00%,1.9,.0
70 /escm/css/modern_ui/images/myCatalog.png,30,17,14,28,30,41,6,41,0.00%,1.9,.0
64 /escm/css/modern_ui/images/myDashboard.png,30,31,15,79,83,230,5,230,0.00%,1.9,.0
71 /escm/images/_loading.gif,30,22,18,60,65,71,7,71,0.00%,1.9,.0
65 /escm/images/orders.png,30,18,18,33,35,53,5,53,0.00%,1.9,.0
39 /escm/js/jquery.flexslider.js,30,43,26,93,101,175,14,175,0.00%,1.9,.0
43 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,30,25,19,50,57,125,7,125,0.00%,1.9,.0
41 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,30,16,13,27,32,73,6,73,0.00%,1.9,.0
60 /escm/js/jquery.leanModal.min.js,30,13,12,24,24,28,5,28,0.00%,1.9,.0
72 /escm/images/bubble.png,30,20,12,46,54,111,5,111,0.00%,1.9,.0
73 /escm/css/theme/images/ui-icons_ededed_256x240.png,30,26,12,22,24,315,5,315,0.00%,1.9,.0
74 /escm/css/theme/images/ui-icons_ffffff_256x240.png,30,16,10,26,35,106,4,106,0.00%,1.9,.0
User Login as Service Provider,30,13844,18010,18761,18772,18844,3376,18844,33.33%,.6,.0
TOTAL,2010,413,22,106,187,16457,4,18844,1.00%,41.5,.0
