Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,10,123,42,545,242,151.41,0.00%,.2,0.97,5976.0
Hit_the_portal_with-cache,10,123,42,545,242,151.41,0.00%,.2,0.97,5976.0
676 /escm/login/doAuth?id=loginform,10,1830,1025,3530,3391,880.91,0.00%,.2,1.47,9586.1
680 /escm/dashboard/myAccountInfo,10,1551,758,3010,2787,827.50,0.00%,.2,1.31,8443.2
SP_user_login_46_with_cache,10,3382,1819,5912,5055,1518.92,0.00%,.2,2.67,18029.3
193 /escm/order/index,10,2872,1198,6418,5080,1701.44,0.00%,.2,3.27,22215.6
194 /escm/order/list,10,2559,1295,6014,5190,1662.98,0.00%,1.7,35.82,22059.9
196 /escm/order/showOrderDetail,10,2318,1420,6963,2141,1571.28,0.00%,1.4,31.39,22380.5
197 /escm/messages,10,24,12,53,42,13.35,0.00%,188.7,84.94,461.0
198 /escm/recentItem,10,14,10,27,19,4.94,0.00%,370.4,123.34,341.0
List_orders_with_cache,10,7788,4612,12177,12021,2725.47,0.00%,.1,9.13,67458.0
199 /escm/order/searchOrder,10,467,379,656,636,95.91,0.00%,15.2,52.03,3495.0
201 /escm/messages,10,17,10,28,27,6.29,0.00%,357.1,160.78,461.0
202 /escm/recentItem,10,15,10,35,19,7.05,0.00%,285.7,95.15,341.0
200 /escm/order/showOrderDetail,10,2391,1436,7268,2921,1694.81,0.00%,1.4,32.16,23935.0
203 /escm/messages,10,20,10,76,20,18.63,0.00%,131.6,59.24,461.0
204 /escm/recentItem,10,11,9,15,14,1.92,0.00%,666.7,222.01,341.0
Order_search_by_order_id_with_cache,10,2924,1910,7889,3411,1717.26,0.00%,1.3,35.94,29034.0
TOTAL,180,1579,9,12177,4878,2271.00,0.00%,2.5,32.61,13388.6
