"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASAPP01\Processor(_Total)\% Processor Time","\\EASAPP01\System\Processor Queue Length"
"10/09/2015 16:30:24.505"," ","0"
"10/09/2015 16:30:27.520","2.6879750464585017","0"
"10/09/2015 16:30:30.524","2.4597188915525314","0"
"10/09/2015 16:30:33.534","0.59558846149220246","0"
"10/09/2015 16:30:36.548","1.3937562855067531","0"
"10/09/2015 16:30:39.552","2.8658541132057014","0"
"10/09/2015 16:30:42.556","2.5893331937653086","1"
"10/09/2015 16:30:45.560","35.245184263931918","0"
"10/09/2015 16:30:48.580","74.261416627035629","0"
"10/09/2015 16:30:51.590","19.401467696759646","0"
"10/09/2015 16:30:54.652","74.744808895979119","11"
"10/09/2015 16:30:57.668","85.103638622234428","3"
"10/09/2015 16:31:00.699","98.453606972046998","9"
"10/09/2015 16:31:03.746","66.282133707626329","1"
"10/09/2015 16:31:06.751","1.7214851534672393","0"
"10/09/2015 16:31:09.751","0.1304863013050217","0"
"10/09/2015 16:31:12.767","1.813403128090052","0"
"10/09/2015 16:31:15.782","3.6267672363837655","1"
"10/09/2015 16:31:18.798","3.7527409561752378","0"
"10/09/2015 16:31:21.798","0","0"
"10/09/2015 16:31:24.813","39.248480690730361","1"
