sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
88 /escm/login/auth,30,389,336,786,853,1190,36,1190,0.00%,.5,2.9,326.33
93 /escm/images/favicon.ico,30,26,15,40,49,181,4,181,0.00%,.5,93.4,37.09
New_hit_the_portal_4.6,30,1089,1078,1530,1607,2330,450,2330,0.00%,.5,370.7,426.81
158 /escm/login/doAuth?id=loginform,30,6351,4490,12337,12623,14158,1135,14158,0.00%,.4,3.8,4568.29
184 /escm/images/favicon.ico,30,11,6,22,37,53,3,53,0.00%,.5,.1,13.02
new_SP_user_login_4.6,30,7968,6423,13559,14224,15203,2152,15203,0.00%,.4,239.7,4490.02
1 /escm/order/index,30,7291,6163,15113,15359,16587,1544,16587,0.00%,.4,8.8,4642.23
51 /escm/images/favicon.ico,30,14,7,18,31,93,2,93,0.00%,.5,.1,20.64
56 /escm/images/sidebar-bg.jpg,30,12,7,25,29,52,3,52,0.00%,.5,.8,11.68
59 /escm/order/showOrderDetail,30,3607,1789,11361,12378,13976,1357,13976,0.00%,.5,10.5,3961.85
69 /escm/messages,30,18,13,28,41,63,7,63,0.00%,.5,.2,13.04
70 /escm/recentItem,30,14,11,21,24,87,7,87,0.00%,.5,.2,14.16
new_List_Orders,30,12728,11749,19685,20067,20208,5547,20208,0.00%,.4,280.5,4811.13
TOTAL,390,3040,336,11747,13976,19412,2,20208,0.00%,5.0,899.8,4921.95
