timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,grpThreads,allThreads,Latency
2015/10/09 16:16:58.402,561,6 /escm/login/auth,200,OK,Thread Group 1-1,text,true,2,2,560
2015/10/09 16:16:58.402,253,6 /escm/login/auth,200,OK,Thread Group 1-2,text,true,2,2,252
2015/10/09 16:16:58.674,54,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-1,text,true,2,2,46
2015/10/09 16:16:58.674,55,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-2,text,true,2,2,46
2015/10/09 16:16:58.730,32,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-1,text,true,2,2,30
2015/10/09 16:16:58.732,32,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-2,text,true,2,2,30
2015/10/09 16:16:58.766,119,10 /escm/css/merchant.css,200,OK,Thread Group 1-2,text,true,2,2,47
2015/10/09 16:16:58.765,124,10 /escm/css/merchant.css,200,OK,Thread Group 1-1,text,true,2,2,48
2015/10/09 16:16:58.891,96,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,2,2,40
2015/10/09 16:16:58.887,106,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-2,text,true,2,2,41
2015/10/09 16:16:58.995,122,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-2,text,true,2,2,42
2015/10/09 16:16:58.990,136,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-1,text,true,2,2,43
2015/10/09 16:16:59.120,32,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-2,text,true,2,2,29
2015/10/09 16:16:59.128,26,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-1,text,true,2,2,23
2015/10/09 16:16:59.156,26,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-1,text,true,2,2,25
2015/10/09 16:16:59.154,29,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-2,text,true,2,2,29
2015/10/09 16:16:59.184,27,14 /escm/js/validator.js,200,OK,Thread Group 1-1,text,true,2,2,23
2015/10/09 16:16:59.185,29,14 /escm/js/validator.js,200,OK,Thread Group 1-2,text,true,2,2,25
2015/10/09 16:16:59.214,24,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-1,text,true,2,2,21
2015/10/09 16:16:59.216,25,11 /escm/js/jquery.bpopup.min.js,200,OK,Thread Group 1-2,text,true,2,2,21
2015/10/09 16:16:59.240,26,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-1,text,true,2,2,24
2015/10/09 16:16:59.243,23,17 /escm/css/logintypedialog.css,200,OK,Thread Group 1-2,text,true,2,2,21
2015/10/09 16:16:59.268,28,16 /escm/images/favicon.ico,200,OK,Thread Group 1-1,bin,true,2,2,24
2015/10/09 16:16:59.268,32,16 /escm/images/favicon.ico,200,OK,Thread Group 1-2,bin,true,2,2,24
2015/10/09 16:16:59.298,12,19 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-1,bin,true,2,2,12
2015/10/09 16:16:59.302,8,19 /escm/css/modern_ui/images/footer.png,200,OK,Thread Group 1-2,bin,true,2,2,8
2015/10/09 16:16:59.312,23,18 /escm/images/logo.png,200,OK,Thread Group 1-1,bin,true,2,2,23
2015/10/09 16:16:59.314,27,18 /escm/images/logo.png,200,OK,Thread Group 1-2,bin,true,2,2,27
2015/10/09 16:16:59.337,21,20 /escm/images/add.jpg,200,OK,Thread Group 1-1,bin,true,2,2,20
