Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
69 /escm/css/modern_ui/images/dropDown.png,20,71,60,120,139,145,32,145,0.00%,10.7,.0
48 /escm/js/main.js,20,92,70,87,271,497,22,497,0.00%,10.5,.0
38 /escm/css/tablesorter.css,20,100,81,145,152,356,40,356,0.00%,10.2,.0
37 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,20,81,72,125,149,215,27,215,0.00%,10.1,.0
52 /escm/js/escm_alert.js,20,69,53,114,138,149,23,149,0.00%,9.7,.0
61 /escm/js/clearinput.js,20,63,44,123,123,155,15,155,0.00%,9.9,.0
58 /escm/js/jquery.elastic.source.js,20,74,78,114,123,125,17,125,0.00%,8.3,.0
44 /escm/js/usageGraphJS/jquery.jqplot.min.js,20,136,122,207,225,258,72,258,0.00%,9.6,.0
56 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,20,86,81,151,162,213,9,213,0.00%,10.1,.0
40 /escm/js/usageGraphJS/jqplot.pointLabels.min.js,20,59,52,97,147,157,17,157,0.00%,10.2,.0
54 /escm/js/usageGraphJS/jqplot.canvasAxisTickRenderer.min.js,20,73,61,123,160,213,24,213,0.00%,9.4,.0
42 /escm/js/usageGraphJS/jqplot.highlighter.min.js,20,65,68,109,116,123,11,123,0.00%,9.3,.0
53 /escm/js/usageGraphJS/jqplot.cursor.min.js,20,72,65,125,165,208,17,208,0.00%,9.3,.0
62 /escm/js/slideBlock.js,20,85,78,142,187,198,13,198,0.00%,9.6,.0
63 /escm/js/panels.js,20,74,69,127,178,182,10,182,0.00%,9.9,.0
34 /escm/css/modern_ui/jquery.multiselect.css,20,54,20,116,175,217,8,217,0.00%,10.3,.0
33 /escm/js/jquery.tablesorter.js,20,76,38,180,247,263,19,263,0.00%,9.8,.0
55 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,20,56,19,145,214,255,9,255,0.00%,10.1,.0
51 /escm/js/jquery.scrollToTop.min.js,20,38,22,97,105,129,4,129,0.00%,10.5,.0
59 /escm/js/jquery.ui.timepicker.js,20,54,42,99,114,145,21,145,0.00%,11.1,.0
46 /escm/js/MonthPicker.min.js,20,62,42,142,148,239,16,239,0.00%,11.8,.0
66 /escm/images/myAccount.png,20,60,40,151,162,200,9,200,0.00%,12.5,.0
68 /escm/css/modern_ui/images/CP_login.png,20,56,35,113,155,162,15,162,0.00%,13.7,.0
67 /escm/images/settings.png,20,66,22,194,204,214,12,214,0.00%,14.3,.0
70 /escm/css/modern_ui/images/myCatalog.png,20,54,29,118,122,214,11,214,0.00%,15.1,.0
64 /escm/css/modern_ui/images/myDashboard.png,20,36,18,97,105,124,5,124,0.00%,15.9,.0
71 /escm/images/_loading.gif,20,63,25,130,154,465,7,465,0.00%,17.3,.0
65 /escm/images/orders.png,20,45,24,100,104,206,4,206,0.00%,19.4,.0
39 /escm/js/jquery.flexslider.js,20,59,35,98,122,224,16,224,0.00%,20.9,.0
43 /escm/js/usageGraphJS/jqplot.canvasTextRenderer.min.js,20,36,26,66,68,86,8,86,0.00%,21.8,.0
41 /escm/js/usageGraphJS/jqplot.enhancedLegendRenderer.min.js,20,26,22,41,54,74,6,74,0.00%,22.5,.0
60 /escm/js/jquery.leanModal.min.js,20,22,17,27,32,125,5,125,0.00%,22.9,.0
72 /escm/images/bubble.png,20,24,23,34,50,83,4,83,0.00%,26.6,.0
73 /escm/css/theme/images/ui-icons_ededed_256x240.png,20,46,17,150,217,221,3,221,0.00%,27.8,.0
74 /escm/css/theme/images/ui-icons_ffffff_256x240.png,20,26,10,61,88,122,5,122,0.00%,34.2,.0
User Login as Service Provider,20,19393,19389,19557,20033,20191,19027,20191,0.00%,.3,.0
TOTAL,1340,578,41,149,247,19209,3,20191,0.00%,23.0,.0
