Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
6 /escm/login/auth,20,137,101,163,253,561,81,561,0.00%,1.1,.0
9 /escm/css/theme/jquery-ui-1.8.17.custom.css,20,18,14,25,54,55,11,55,0.00%,1.1,.0
12 /escm/css/jquery.alerts.css,20,11,8,23,32,32,7,32,0.00%,1.1,.0
10 /escm/css/merchant.css,20,77,71,100,119,124,59,124,0.00%,1.1,.0
8 /escm/js/jquery-ui-1.8.17.custom.min.js,20,63,55,77,96,106,48,106,0.00%,1.1,.0
7 /escm/js/jquery-1.5.2.min.js,20,86,79,122,122,136,66,136,0.00%,1.1,.0
15 /escm/js/jquery.alerts.js,20,11,9,13,26,32,7,32,0.00%,1.1,.0
13 /escm/css/jquery.ui.timepicker.css,20,9,7,25,26,29,5,29,0.00%,1.1,.0
14 /escm/js/validator.js,20,12,10,13,27,29,8,29,0.00%,1.1,.0
11 /escm/js/jquery.bpopup.min.js,20,9,8,11,24,25,6,25,0.00%,1.1,.0
17 /escm/css/logintypedialog.css,20,9,8,11,23,26,6,26,0.00%,1.1,.0
16 /escm/images/favicon.ico,20,10,9,11,28,32,7,32,0.00%,1.1,.0
19 /escm/css/modern_ui/images/footer.png,20,6,6,8,11,12,5,12,0.00%,1.1,.0
18 /escm/images/logo.png,20,8,6,8,23,27,5,27,0.00%,1.1,.0
20 /escm/images/add.jpg,20,8,7,10,20,21,6,21,0.00%,1.1,.0
22 /escm/css/fonts/Roboto-Bold.woff,20,8,6,9,22,23,5,23,0.00%,1.1,.0
21 /escm/css/fonts/Roboto-Light.woff,20,8,7,9,15,24,5,24,0.00%,1.1,.0
23 /escm/css/fonts/Roboto-Regular.ttf,20,10,8,10,36,41,6,41,0.00%,1.1,.0
24 /escm/login/doAuth?id=loginform,20,15391,15403,15706,15715,15804,14835,15804,0.00%,1.3,.0
29 /escm/js/jquery-validate/jquery.validate.min.js,20,121,85,175,230,568,35,568,0.00%,13.0,.0
30 /escm/js/jquery.ba-dotimeout.min.js,20,97,75,147,149,149,52,149,0.00%,13.5,.0
28 /escm/js/jquery.blockUI.js,20,242,166,304,653,1082,61,1082,0.00%,12.3,.0
32 /escm/js/jquery-validate/jquery.metadata.js,20,224,102,513,530,629,14,629,0.00%,12.8,.0
31 /escm/js/datatable.js,20,73,53,155,157,176,31,176,0.00%,12.3,.0
36 /escm/js/jquery-validate/additional-methods.min.js,20,108,47,174,179,905,27,905,0.00%,12.0,.0
35 /escm/js/jquery.qtip-1.0.0-rc3.min.js,20,129,79,244,441,579,37,579,0.00%,11.7,.0
49 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,20,64,56,120,130,139,17,139,0.00%,11.9,.0
45 /escm/js/placeholders.min.js,20,66,45,147,147,148,18,148,0.00%,11.5,.0
50 /escm/css/modern_ui/usageGraph/examples.css,20,49,40,84,91,102,12,102,0.00%,11.5,.0
47 /escm/js/jquery.slimscroll.min.js,20,74,63,121,146,182,24,182,0.00%,10.9,.0
57 /escm/js/usageGraphJS/excanvas.min.js,20,66,53,93,98,220,28,220,0.00%,10.8,.0
