sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,20,169,53,511,736,905,37,905,0.00%,.3,1.9,245.91
Hit_the_portal_with-cache,20,169,53,511,736,905,37,905,0.00%,.3,1.9,245.91
676 /escm/login/doAuth?id=loginform,20,2252,1919,3383,3442,4083,1024,4083,0.00%,.3,2.9,922.63
680 /escm/dashboard/myAccountInfo,20,2202,1604,3491,3627,3750,754,3750,0.00%,.3,2.6,1085.39
SP_user_login_46_with_cache,20,4454,3570,6527,6722,7574,1809,7574,0.00%,.3,5.2,1916.97
681 /escm/customer/index,20,2045,1903,3125,3149,3175,753,3175,0.00%,.3,5.0,884.06
682 /escm/customer/list,20,2097,1685,3118,3356,3912,784,3912,0.00%,5.1,78.8,871.88
684 /escm/customer/setSearchBy,20,19,15,30,32,38,9,38,0.00%,526.3,234.9,7.68
686 /escm/messages,20,18,13,31,36,67,8,67,0.00%,298.5,134.4,13.46
685 /escm/customer/listByCriteria,20,506,381,881,901,1155,251,1155,0.00%,17.3,74.6,248.32
687 /escm/customer/renderCustomerOrganizationDetails,20,662,608,898,911,995,399,995,0.00%,20.1,788.0,163.23
688 /escm/messages,20,24,14,41,70,127,7,127,0.00%,157.5,70.9,28.04
689 /escm/messages,20,22,13,25,37,178,7,178,0.00%,112.4,50.6,36.30
List_organizations_with_cache,20,5396,5165,7447,7651,7980,2555,7980,0.00%,.3,22.5,1612.64
11 /escm/customer/listByCriteria,20,545,540,604,624,671,459,671,0.00%,29.8,97.2,54.59
12 /escm/customer/renderCustomerOrganizationDetails,20,2040,2003,2472,2687,2697,1632,2697,0.00%,7.4,1067.7,292.86
13 /escm/messages,20,15,13,28,29,40,9,40,0.00%,500.0,225.1,7.92
14 /escm/messages,20,12,10,20,21,24,7,24,0.00%,833.3,375.2,4.66
organization_search_by_organization_id_with_cache,20,2613,2593,3092,3266,3341,2124,3341,0.00%,6.0,886.8,326.83
TOTAL,380,1329,561,3356,5165,6936,7,7980,0.00%,5.6,145.9,1719.37
