sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
524 /escm/login/auth,30,142,109,165,174,731,84,731,0.00%,41.0,239.5,113.35
Hit_the_portal_new,30,583,501,664,743,1774,451,1774,0.00%,16.9,9773.9,238.40
540 /success.txt,30,42023,42006,42025,42035,42269,41997,42269,100.00%,.7,1.5,60.43
541 /escm/login/doAuth?id=loginform,30,11359,10878,13663,14651,15838,8758,15838,0.00%,.4,3.8,1784.04
543 /escm/,30,10389,10698,13012,13063,13329,5405,13329,0.00%,2.3,19.3,2321.11
545 /escm/dashboard/index,30,11679,12399,14269,14545,15903,7547,15903,0.00%,1.9,15.9,2294.25
546 /escm/dashboard/myAccountInfo,30,13364,13032,20326,20922,22443,6447,22443,0.00%,.4,3.4,4568.77
SP_user_login_46_new,30,89598,88929,100201,100800,101410,76511,101410,100.00%,.3,100.2,6939.81
777 /escm/order/index,30,16224,15174,22849,23370,24013,11012,24013,0.00%,.4,8.6,4021.83
779 /escm/order/list,30,11981,11470,15080,15570,20954,4887,20954,0.00%,.4,8.6,3366.28
783 /escm/images/sidebar-bg.jpg,30,11,6,22,31,61,4,61,0.00%,.5,.8,12.02
785 /escm/order/showOrderDetail,30,6252,4834,11813,12100,12519,1766,12519,0.00%,.4,9.0,4157.01
796 /escm/messages,30,50,16,193,200,236,9,236,0.00%,127.1,57.2,70.19
797 /escm/recentItem,30,30,18,87,94,114,9,114,0.00%,263.2,87.6,28.94
List_orders_without_cache_4.6,30,34858,33768,41232,43084,48054,26213,48054,0.00%,.3,69.0,4984.86
807 /escm/order/searchOrder,30,773,454,1277,1284,4534,231,4534,0.00%,6.6,27.6,897.11
809 /escm/messages,30,37,22,76,85,147,10,147,0.00%,.2,.1,35.11
810 /escm/recentItem,30,30,18,60,74,222,9,222,0.00%,135.1,45.0,39.90
808 /escm/order/showOrderDetail,30,3031,2349,3655,6922,12592,1732,12592,0.00%,2.4,52.1,2219.97
812 /escm/messages,30,19,13,32,32,75,9,75,0.00%,400.0,180.1,12.83
813 /escm/recentItem,30,16,13,24,25,43,9,43,0.00%,697.7,232.3,8.07
order_search_by_offer_name_without_cache_4.6,30,3947,2860,4669,10119,13015,2095,13015,0.00%,2.3,106.0,2770.49
TOTAL,660,11654,2353,36362,42269,95194,4,101410,9.09%,4.2,253.6,20460.78
