sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
33 /escm/login/auth,5,177,47,92,668,668,38,668,0.00%,7.5,38.2,245.85
43 /escm/images/favicon.ico,5,7,7,9,10,10,6,10,0.00%,500.0,93437.0,1.47
Hit_the_portal,5,485,380,399,985,985,295,985,100.00%,5.1,3430.6,252.18
65 /escm/login/doAuth?id=loginform,5,1979,2075,2335,2345,2345,1535,2345,0.00%,2.1,19.7,348.19
99 /escm/images/favicon.ico,5,4,4,5,5,5,3,5,0.00%,1000.0,122.1,0.89
sp_userlogin_46,5,2598,2695,2934,2983,2983,2127,2983,0.00%,1.7,752.9,350.08
1 /escm/order/index,5,2025,2122,2144,3095,3095,1048,3095,0.00%,1.6,30.4,665.74
12 /escm/order/showOrderDetail,5,176,261,269,274,274,39,274,100.00%,18.2,22.8,112.26
22 /escm/messages,5,16,10,11,45,45,8,45,0.00%,111.1,50.0,14.13
23 /escm/recentItem,5,10,9,12,14,14,8,14,0.00%,357.1,118.9,2.40
List_Orders,5,2399,2612,2633,3271,3271,1269,3271,100.00%,1.5,222.8,659.20
104 /escm/order/searchOrder,5,1347,1512,1541,1556,1556,949,1556,0.00%,3.2,14.0,243.25
105 /escm/order/searchOrder,5,254,183,190,592,592,137,592,0.00%,8.4,36.7,169.68
107 /escm/messages,5,10,10,10,15,15,8,15,0.00%,333.3,150.1,2.42
109 /escm/messages,5,9,9,9,12,12,8,12,0.00%,416.7,187.6,1.47
110 /escm/recentItem,5,8,9,9,12,12,7,12,0.00%,416.7,138.8,1.83
111 /escm/recentItem,5,9,9,9,14,14,8,14,0.00%,357.1,118.9,2.24
106 /escm/order/showOrderDetail,5,2215,2277,2298,2864,2864,1747,2864,0.00%,1.7,37.4,388.66
108 /escm/order/showOrderDetail,5,2297,2523,2658,2668,2668,1136,2668,0.00%,1.9,40.1,584.63
113 /escm/messages,5,18,12,14,45,45,9,45,0.00%,111.1,50.0,13.61
114 /escm/messages,5,12,13,13,21,21,7,21,0.00%,238.1,107.2,4.96
115 /escm/recentItem,5,8,8,9,14,14,6,14,0.00%,357.1,118.9,2.79
116 /escm/recentItem,5,8,8,8,13,13,6,13,0.00%,384.6,128.1,2.56
order_search_by_offername,5,6227,6062,6800,6817,6817,5412,6817,0.00%,.7,50.3,529.13
TOTAL,120,929,39,2658,3095,6800,3,6817,12.50%,17.6,1185.4,1486.91
