Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
473 /escm/login/doAuth?id=loginform,5,1271,1059,1641,1358,211.75,0.00%,3.0,31.42,10558.0
476 /escm/order/newOrder,5,647,584,704,670,39.71,0.00%,7.1,65.92,9504.0
519 /escm/order/listAllFeaturedOffers,5,5046,4621,5371,5356,301.34,0.00%,.9,4.71,5178.0
520 /escm/messages,5,22,15,38,22,8.23,0.00%,131.6,59.24,461.0
new_org_user_login_catalog_landing_without_cache,5,7881,7386,8689,7855,434.40,0.00%,.6,257.83,458809.0
TOTAL,25,2973,15,8689,7694,3024.10,0.00%,2.9,272.27,96902.0
