sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
524 /escm/login/auth,10,208,143,312,312,651,121,651,0.00%,15.4,89.6,156.57
Hit_the_portal_new,10,704,622,775,775,1380,534,1380,0.00%,7.2,4188.1,238.05
540 /success.txt,10,42020,42004,42006,42006,42181,41997,42181,100.00%,.2,.5,53.47
541 /escm/login/doAuth?id=loginform,10,8604,8428,11518,11518,11768,4543,11768,0.00%,.8,7.6,2256.82
543 /escm/,10,3960,4006,4937,4937,4978,1826,4978,0.00%,2.0,17.2,1053.98
545 /escm/dashboard/index,10,4331,3541,5943,5943,6035,2599,6035,0.00%,1.7,14.0,1313.26
546 /escm/dashboard/myAccountInfo,10,3618,3488,4178,4178,4233,3041,4233,0.00%,2.4,19.2,419.39
SP_user_login_46_new,10,64972,64114,66876,66876,68109,62754,68109,100.00%,.1,49.7,1683.26
777 /escm/order/index,10,6834,5572,10722,10722,11801,4039,11801,0.00%,.8,18.4,2564.78
779 /escm/order/list,10,5398,4830,7504,7504,7683,3730,7683,0.00%,1.3,28.0,1450.34
783 /escm/images/sidebar-bg.jpg,10,24,14,56,56,60,5,60,0.00%,.2,.3,19.16
785 /escm/order/showOrderDetail,10,13859,13920,15554,15554,15724,11729,15724,0.00%,.1,3.0,1633.56
796 /escm/messages,10,113,111,129,129,139,96,139,0.00%,71.9,32.4,12.47
797 /escm/recentItem,10,77,72,106,106,108,45,108,0.00%,92.6,30.8,21.32
List_orders_without_cache_4.6,10,27249,25075,31710,31710,31722,24377,31722,0.00%,.1,25.5,2721.22
807 /escm/order/searchOrder,10,1126,1022,1431,1431,1640,814,1640,0.00%,6.1,25.4,256.83
809 /escm/messages,10,74,51,116,116,212,20,212,0.00%,47.2,21.2,53.43
810 /escm/recentItem,10,50,21,118,118,183,13,183,0.00%,54.6,18.2,53.70
808 /escm/order/showOrderDetail,10,4426,4233,4911,4911,5109,3791,5109,0.00%,2.0,42.8,457.69
812 /escm/messages,10,20,16,31,31,36,11,36,0.00%,277.8,125.1,8.22
813 /escm/recentItem,10,18,13,22,22,56,9,56,0.00%,178.6,59.5,13.22
order_search_by_offer_name_without_cache_4.6,10,5801,5735,6450,6450,6592,4981,6592,0.00%,1.5,69.8,544.33
TOTAL,220,8795,3381,29704,42006,66382,5,68109,9.09%,1.5,90.0,15815.49
