31/10/2017 12:00,218,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,,5976,1,1,213
31/10/2017 12:00,218,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,5976,1,1,213
31/10/2017 12:00,62,675 /escm/login/auth,200,OK,Thread Group 1-2,text,true,,5976,2,2,56
31/10/2017 12:00,62,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,5976,2,2,56
31/10/2017 12:00,1195,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,9596,2,2,199
31/10/2017 12:00,63,675 /escm/login/auth,200,OK,Thread Group 1-3,text,true,,5976,3,3,57
31/10/2017 12:00,63,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,5976,3,3,57
31/10/2017 12:00,1080,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,,9596,3,3,192
31/10/2017 12:00,876,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,,8451,3,3,867
31/10/2017 12:00,2071,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,18047,3,3,1066
31/10/2017 12:00,22,getOfferDetailsbyUUID,200,OK,Thread Group 1-1,text,true,,16175,3,3,20
31/10/2017 12:00,825,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-2,text,true,,8451,2,2,820
31/10/2017 12:00,1905,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,18047,2,2,1012
31/10/2017 12:00,30,getOfferDetailsbyUUID,200,OK,Thread Group 1-2,text,true,,16175,3,3,28
31/10/2017 12:00,59,675 /escm/login/auth,200,OK,Thread Group 1-4,text,true,,5976,2,2,55
31/10/2017 12:00,59,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,5976,2,2,55
31/10/2017 12:00,1142,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-3,text,true,,9595,2,2,208
31/10/2017 12:00,57,675 /escm/login/auth,200,OK,Thread Group 1-5,text,true,,5976,3,3,55
31/10/2017 12:00,57,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,5976,3,3,55
31/10/2017 12:00,915,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-3,text,true,,8453,3,3,910
31/10/2017 12:00,2057,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,18048,3,3,1118
31/10/2017 12:00,1082,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-4,text,true,,9596,3,3,206
31/10/2017 12:00,31,getOfferDetailsbyUUID,200,OK,Thread Group 1-3,text,true,,16175,3,3,24
31/10/2017 12:00,824,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-4,text,true,,8451,2,2,818
31/10/2017 12:00,1906,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,18047,2,2,1024
31/10/2017 12:00,18,getOfferDetailsbyUUID,200,OK,Thread Group 1-4,text,true,,16175,2,2,17
31/10/2017 12:00,1127,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-5,text,true,,9594,1,1,200
31/10/2017 12:00,755,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-5,text,true,,8449,1,1,749
31/10/2017 12:00,1882,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,18043,1,1,949
31/10/2017 12:00,26,getOfferDetailsbyUUID,200,OK,Thread Group 1-5,text,true,,16175,1,1,25
