Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
updateAccount,5,65,68,79,80,80,51,80,0.000%,1.31337,0.52,0.00
TOTAL,5,65,68,79,80,80,51,80,0.000%,1.31337,0.52,0.00
