Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
updateReseller,1,478,478,478,478,478,478,478,0.000%,2.09205,0.83,0.00
TOTAL,1,478,478,478,478,478,478,478,0.000%,2.09205,0.83,0.00
