timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,Hostname
25/09/2017 14:39,1517,473 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,10558,2737,2,2,http://10.10.3.16:8080/escm/order/newOrder,714,ESCM-APP
25/09/2017 14:39,1068,473 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,,10558,2713,3,3,http://10.10.3.16:8080/escm/order/newOrder,486,ESCM-APP
25/09/2017 14:39,562,476 /escm/order/newOrder,200,OK,Thread Group 1-1,text,true,,9504,637,3,3,http://10.10.3.16:8080/escm/order/newOrder,559,ESCM-APP
25/09/2017 14:39,9,477 /escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,200,OK,Thread Group 1-1,text,true,,1323,598,3,3,http://10.10.3.16:8080/escm/css/modern_ui/usageGraph/jquery.jqplot.min.css,9,ESCM-APP
25/09/2017 14:39,35,478 /escm/css/modern_ui/usageGraph/examples.css,200,OK,Thread Group 1-1,text,true,,1596,589,3,3,http://10.10.3.16:8080/escm/css/modern_ui/usageGraph/examples.css,35,ESCM-APP
25/09/2017 14:39,10,503 /escm/js/placeholders.min.js,200,OK,Thread Group 1-1,text,true,,1967,559,3,3,http://10.10.3.16:8080/escm/js/placeholders.min.js,9,ESCM-APP
25/09/2017 14:39,15,507 /escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,200,OK,Thread Group 1-1,text,true,,3191,583,3,3,http://10.10.3.16:8080/escm/js/usageGraphJS/jqplot.dateAxisRenderer.min.js,12,ESCM-APP
25/09/2017 14:39,10,479 /escm/css/modern_ui/usageGraph/jquery.jqplot.css,200,OK,Thread Group 1-1,text,true,,1865,594,3,3,http://10.10.3.16:8080/escm/css/modern_ui/usageGraph/jquery.jqplot.css,10,ESCM-APP
25/09/2017 14:39,9,485 /escm/css/modern_ui/jquery.multiselect.css,200,OK,Thread Group 1-1,text,true,,2234,588,3,3,http://10.10.3.16:8080/escm/css/modern_ui/jquery.multiselect.css,9,ESCM-APP
25/09/2017 14:39,11,482 /escm/css/modern_ui/tablesorter.css,200,OK,Thread Group 1-1,text,true,,2313,581,3,3,http://10.10.3.16:8080/escm/css/modern_ui/tablesorter.css,11,ESCM-APP
25/09/2017 14:39,8,480 /escm/css/payment/jquery.tzCheckbox.css,200,OK,Thread Group 1-1,text,true,,1130,585,3,3,http://10.10.3.16:8080/escm/css/payment/jquery.tzCheckbox.css,8,ESCM-APP
25/09/2017 14:39,12,502 /escm/css/modern_ui/js/jquery.bpopup.min.js,200,OK,Thread Group 1-1,text,true,,2280,574,3,3,http://10.10.3.16:8080/escm/css/modern_ui/js/jquery.bpopup.min.js,11,ESCM-APP
25/09/2017 14:39,8,517 /escm/js/payment/jquery.tzCheckbox.js,200,OK,Thread Group 1-1,text,true,,1635,568,3,3,http://10.10.3.16:8080/escm/js/payment/jquery.tzCheckbox.js,8,ESCM-APP
25/09/2017 14:39,9,505 /escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,200,OK,Thread Group 1-1,text,true,,1301,590,3,3,http://10.10.3.16:8080/escm/js/usageGraphJS/jqplot.canvasAxisLabelRenderer.min.js,8,ESCM-APP
25/09/2017 14:39,85,484 /escm/css/modern_ui/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,,53407,584,3,3,http://10.10.3.16:8080/escm/css/modern_ui/js/jquery-ui-1.8.17.custom.min.js,38,ESCM-APP
25/09/2017 14:39,10,500 /escm/css/modern_ui/js/jquery.multiselect.min.js,200,OK,Thread Group 1-1,text,true,,3981,579,3,3,http://10.10.3.16:8080/escm/css/modern_ui/js/jquery.multiselect.min.js,9,ESCM-APP
25/09/2017 14:39,501,476 /escm/order/newOrder,200,OK,Thread Group 1-2,text,true,,9504,637,3,3,http://10.10.3.16:8080/escm/order/newOrder,491,ESCM-APP
25/09/2017 14:39,9,499 /escm/css/modern_ui/js/clearinput.js,200,OK,Thread Group 1-1,text,true,,1200,567,3,3,http://10.10.3.16:8080/escm/css/modern_ui/js/clearinput.js,9,ESCM-APP
