Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,1,515,515,515,515,0.00,0.00%,1.9,11.33,5976.0
Hit_the_portal_with-cache,1,515,515,515,515,0.00,0.00%,1.9,11.33,5976.0
676 /escm/login/doAuth?id=loginform,1,1187,1187,1187,1187,0.00,0.00%,.8,7.89,9589.0
680 /escm/dashboard/myAccountInfo,1,790,790,790,790,0.00,0.00%,1.3,10.44,8443.0
SP_user_login_46_with_cache,1,1977,1977,1977,1977,0.00,0.00%,.5,8.91,18032.0
TOTAL,5,996,515,1977,1187,548.45,0.00%,2.5,23.72,9603.2
