sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,1,569,569,569,569,569,569,569,0.00%,1.8,10.3,0.00
Hit_the_portal_with-cache,1,569,569,569,569,569,569,569,0.00%,1.8,10.3,0.00
676 /escm/login/doAuth?id=loginform,1,1103,1103,1103,1103,1103,1103,1103,0.00%,.9,8.5,0.00
680 /escm/dashboard/myAccountInfo,1,681,681,681,681,681,681,681,0.00%,1.5,12.1,0.00
SP_user_login_46_with_cache,1,1784,1784,1784,1784,1784,1784,1784,0.00%,.6,9.9,0.00
143 /escm/productOffer/index,1,702,702,702,702,702,702,702,0.00%,1.4,17.5,0.00
144 /escm/productOffer/list,1,667,667,667,667,667,667,667,0.00%,1.5,18.1,0.00
147 /escm/productOffer/getAllService,1,142,142,142,142,142,142,142,0.00%,7.0,3.4,0.00
148 /escm/messages,1,13,13,13,13,13,13,13,0.00%,76.9,34.6,0.00
146 /escm/productOffer/offerList,1,152,152,152,152,152,152,152,0.00%,6.6,61.7,0.00
149 /escm/recentItem,1,13,13,13,13,13,13,13,0.00%,76.9,25.6,0.00
150 /escm/messages,1,13,13,13,13,13,13,13,0.00%,76.9,34.6,0.00
151 /escm/recentItem,1,10,10,10,10,10,10,10,0.00%,100.0,33.3,0.00
List_offers_46_SP_with_cache,1,1712,1712,1712,1712,1712,1712,1712,0.00%,.6,20.9,0.00
TOTAL,14,580,569,1712,1712,1784,10,1784,0.00%,7.8,66.4,579.52
