Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,20,164,47,869,391,221.90,0.00%,.3,1.93,5976.0
Hit_the_portal_with-cache,20,164,47,869,391,221.90,0.00%,.3,1.93,5976.0
676 /escm/login/doAuth?id=loginform,20,2884,1311,4026,3923,914.20,0.00%,.3,2.91,9533.6
680 /escm/dashboard/myAccountInfo,20,2552,1003,3667,3346,757.17,0.00%,.3,2.59,8449.2
SP_user_login_46_with_cache,20,5436,2472,7467,6982,1545.32,0.00%,.3,5.21,17982.8
143 /escm/productOffer/index,20,2551,1225,4003,3463,750.26,0.00%,.3,3.85,12553.8
144 /escm/productOffer/list,20,2529,990,3618,3485,827.63,0.00%,.3,3.81,12391.8
147 /escm/productOffer/getAllService,20,110,20,561,257,129.51,0.00%,35.7,17.02,489.0
148 /escm/messages,20,16,10,36,21,5.60,0.00%,555.6,250.11,461.0
146 /escm/productOffer/offerList,20,185,132,311,257,47.10,0.00%,64.3,603.27,9606.0
149 /escm/recentItem,20,14,9,26,21,4.68,0.00%,769.2,256.16,341.0
150 /escm/messages,20,17,10,81,21,15.10,0.00%,246.9,111.16,461.0
151 /escm/recentItem,20,15,9,30,23,5.98,0.00%,666.7,222.01,341.0
List_offers_46_SP_with_cache,20,5440,3139,7197,6616,1185.97,0.00%,.3,10.65,36644.6
TOTAL,280,1577,9,7467,4866,2048.22,0.00%,4.2,35.09,8657.6
