Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,30,112,35,582,254,131.46,0.00%,.5,2.92,5976.0
Hit_the_portal_with-cache,30,112,35,582,254,131.46,0.00%,.5,2.92,5976.0
676 /escm/login/doAuth?id=loginform,30,3260,1006,4944,4841,1301.97,0.00%,.5,4.36,9587.7
680 /escm/dashboard/myAccountInfo,30,3248,744,5084,4702,1360.31,0.00%,.5,3.80,8441.6
SP_user_login_46_with_cache,30,6508,1841,9946,9313,2606.33,0.00%,.4,7.69,18029.3
681 /escm/customer/index,30,3266,805,4921,4695,1289.44,0.00%,.5,7.24,16047.0
682 /escm/customer/list,30,3062,1191,4982,4576,1211.79,0.00%,.5,7.11,15781.0
684 /escm/customer/setSearchBy,30,17,10,32,24,5.35,0.00%,.5,0.22,457.0
686 /escm/messages,30,12,7,52,20,8.74,0.00%,.5,0.22,461.0
685 /escm/customer/listByCriteria,30,363,167,657,555,129.28,0.00%,.5,2.13,4413.0
687 /escm/customer/renderCustomerOrganizationDetails,30,554,324,878,814,149.10,0.00%,.5,19.34,40146.5
688 /escm/messages,30,12,7,40,24,7.75,0.00%,.5,0.23,461.0
689 /escm/messages,30,13,7,44,26,9.92,0.00%,.5,0.22,461.0
List_organizations_with_cache,30,7304,3402,10351,9860,2203.69,0.00%,.4,33.08,78227.5
11 /escm/customer/listByCriteria,30,509,397,716,624,85.09,0.00%,.5,1.61,3338.0
12 /escm/customer/renderCustomerOrganizationDetails,30,1842,1343,2713,2149,310.69,0.00%,.5,69.31,147433.5
13 /escm/messages,30,18,8,69,46,15.03,0.00%,.5,0.22,461.0
14 /escm/messages,30,11,7,39,20,7.67,0.00%,.5,0.22,461.0
organization_search_by_organization_id_with_cache,30,2382,1824,3207,2690,331.66,0.00%,.5,70.72,151693.5
TOTAL,570,1716,7,10351,4753,2399.22,0.00%,8.2,214.73,26729.1
