timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency
10/10/2017 17:33,652,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,,5976,399,1,1,649
10/10/2017 17:33,652,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,5976,399,1,1,649
10/10/2017 17:33,132,675 /escm/login/auth,200,OK,Thread Group 1-2,text,true,,5976,399,2,2,130
10/10/2017 17:33,132,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,5976,399,2,2,130
10/10/2017 17:33,76,675 /escm/login/auth,200,OK,Thread Group 1-3,text,true,,5976,399,3,3,75
10/10/2017 17:33,76,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,5976,399,3,3,75
10/10/2017 17:33,1937,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,9594,3414,3,3,418
10/10/2017 17:33,1731,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,,9589,3390,3,3,306
10/10/2017 17:33,116,675 /escm/login/auth,200,OK,Thread Group 1-4,text,true,,5976,399,4,4,111
10/10/2017 17:33,116,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,5976,399,4,4,111
10/10/2017 17:33,1649,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-3,text,true,,9589,3330,4,4,337
10/10/2017 17:33,1165,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,,8442,646,5,5,1159
10/10/2017 17:33,3102,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,18036,4060,5,5,1577
10/10/2017 17:33,1163,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-2,text,true,,8442,646,4,4,1161
10/10/2017 17:33,2894,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,18031,4036,4,4,1467
10/10/2017 17:33,86,675 /escm/login/auth,200,OK,Thread Group 1-5,text,true,,5976,399,3,3,84
10/10/2017 17:33,86,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,5976,399,3,3,84
10/10/2017 17:33,1089,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-3,text,true,,8441,646,3,3,1083
10/10/2017 17:33,2738,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,18030,3976,3,3,1420
10/10/2017 17:33,1727,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-4,text,true,,9588,3366,2,2,377
10/10/2017 17:33,72,675 /escm/login/auth,200,OK,Thread Group 1-6,text,true,,5976,399,3,3,71
10/10/2017 17:33,72,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,5976,399,3,3,71
10/10/2017 17:33,1597,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-5,text,true,,9588,3342,3,3,340
10/10/2017 17:33,1067,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-4,text,true,,8442,646,3,3,1060
10/10/2017 17:33,2794,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,18030,4012,3,3,1437
10/10/2017 17:33,295,675 /escm/login/auth,200,OK,Thread Group 1-7,text,true,,5976,399,3,3,294
10/10/2017 17:33,295,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,5976,399,3,3,294
10/10/2017 17:33,2096,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-6,text,true,,9589,3318,4,4,334
10/10/2017 17:33,316,675 /escm/login/auth,200,OK,Thread Group 1-8,text,true,,5976,399,4,4,309
10/10/2017 17:33,316,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,5976,399,4,4,309
10/10/2017 17:33,1745,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-5,text,true,,8443,646,4,4,1742
10/10/2017 17:33,3342,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,18031,3988,4,4,2082
10/10/2017 17:33,61,675 /escm/login/auth,200,OK,Thread Group 1-9,text,true,,5976,399,4,4,58
10/10/2017 17:33,61,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,5976,399,4,4,58
10/10/2017 17:33,1115,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-6,text,true,,8446,646,4,4,1110
10/10/2017 17:33,3211,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,18035,3964,4,4,1444
10/10/2017 17:33,2251,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-7,text,true,,9593,3294,3,3,963
10/10/2017 17:33,1555,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-8,text,true,,9589,3378,3,3,406
10/10/2017 17:33,113,675 /escm/login/auth,200,OK,Thread Group 1-10,text,true,,5976,399,4,4,110
10/10/2017 17:33,113,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-10,,true,,5976,399,4,4,110
10/10/2017 17:33,1624,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-9,text,true,,9589,3342,4,4,343
10/10/2017 17:33,1251,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-7,text,true,,8442,646,4,4,1243
10/10/2017 17:33,3502,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,18035,3940,4,4,2206
10/10/2017 17:33,1144,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-8,text,true,,8442,646,3,3,1138
10/10/2017 17:33,2699,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,18031,4024,3,3,1544
10/10/2017 17:33,66,675 /escm/login/auth,200,OK,Thread Group 1-11,text,true,,5976,399,3,3,63
10/10/2017 17:33,66,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-11,,true,,5976,399,3,3,63
10/10/2017 17:33,1361,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-10,text,true,,9589,3390,3,3,312
10/10/2017 17:33,946,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-9,text,true,,8443,646,3,3,942
10/10/2017 17:33,2570,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-9,,true,,18032,3988,3,3,1285
10/10/2017 17:33,108,675 /escm/login/auth,200,OK,Thread Group 1-12,text,true,,5976,399,3,3,106
10/10/2017 17:33,108,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-12,,true,,5976,399,3,3,106
10/10/2017 17:33,991,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-10,text,true,,8442,646,3,3,985
10/10/2017 17:33,2352,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-10,,true,,18031,4036,3,3,1297
10/10/2017 17:33,1380,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-11,text,true,,9588,3354,2,2,306
10/10/2017 17:33,913,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-12,text,true,,9589,3306,3,3,242
10/10/2017 17:33,646,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-11,text,true,,8443,646,3,3,643
