sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,1,607,607,607,607,607,607,607,0.00%,1.6,9.6,0.00
Hit_the_portal_with-cache,1,607,607,607,607,607,607,607,0.00%,1.6,9.6,0.00
143 /escm/productOffer/index,1,90,90,90,90,90,90,90,0.00%,11.1,21.2,0.00
144 /escm/productOffer/list,1,81,81,81,81,81,81,81,0.00%,12.3,23.6,0.00
147 /escm/productOffer/getAllService,1,57,57,57,57,57,57,57,100.00%,17.5,34.4,0.00
148 /escm/messages,1,45,45,45,45,45,45,45,100.00%,22.2,38.8,0.00
146 /escm/productOffer/offerList,1,59,59,59,59,59,59,59,100.00%,16.9,33.2,0.00
149 /escm/recentItem,1,53,53,53,53,53,53,53,100.00%,18.9,37.1,0.00
150 /escm/messages,1,46,46,46,46,46,46,46,100.00%,21.7,38.0,0.00
151 /escm/recentItem,1,49,49,49,49,49,49,49,100.00%,20.4,40.1,0.00
List_offers_46_SP_with_cache,1,480,480,480,480,480,480,480,100.00%,2.1,31.6,0.00
676 /escm/login/doAuth?id=loginform,1,1467,1467,1467,1467,1467,1467,1467,0.00%,.7,6.4,0.00
680 /escm/dashboard/myAccountInfo,1,806,806,806,806,806,806,806,0.00%,1.2,10.2,0.00
SP_user_login_46_with_cache,1,2273,2273,2273,2273,2273,2273,2273,0.00%,.4,7.8,0.00
167 /escm/productOffer/productModelSearch/productModelSearch,1,2016,2016,2016,2016,2016,2016,2016,0.00%,.5,11.4,0.00
168 /escm/productOffer/showOfferDetails,1,1004,1004,1004,1004,1004,1004,1004,0.00%,1.0,9.7,0.00
169 /escm/messages,1,20,20,20,20,20,20,20,0.00%,50.0,22.5,0.00
170 /escm/recentItem,1,17,17,17,17,17,17,17,0.00%,58.8,19.6,0.00
Offer_search_by_offerid_46_with_cache,1,3057,3057,3057,3057,3057,3057,3057,0.00%,.3,11.0,0.00
TOTAL,19,675,90,2016,2273,3057,17,3057,36.84%,6.2,47.2,880.06
