sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,25,762,880,998,1046,1059,50,1059,80.00%,.4,2.8,325.75
Hit_the_portal_with-cache,25,762,880,999,1046,1059,50,1059,80.00%,.4,2.8,325.78
143 /escm/productOffer/index,25,985,1075,1448,1811,2191,46,2191,0.00%,.4,4.1,545.09
144 /escm/productOffer/list,25,855,995,1165,1232,1271,54,1271,0.00%,.4,4.1,411.31
147 /escm/productOffer/getAllService,25,109,53,260,318,335,16,335,20.00%,.4,.3,107.16
148 /escm/messages,25,19,16,35,41,42,9,42,20.00%,.4,.3,9.96
146 /escm/productOffer/offerList,25,145,144,199,246,264,38,264,20.00%,.4,3.3,59.98
149 /escm/recentItem,25,20,17,33,42,43,8,43,20.00%,.4,.3,11.06
150 /escm/messages,25,16,14,29,32,42,9,42,20.00%,.4,.3,8.61
151 /escm/recentItem,25,17,11,36,43,46,8,46,20.00%,.4,.3,11.44
List_offers_46_SP_with_cache,25,2170,2413,2991,3442,3661,323,3661,20.00%,.4,12.5,981.84
676 /escm/login/doAuth?id=loginform,25,1476,1381,2124,2243,2913,510,2913,0.00%,.4,3.7,535.11
680 /escm/dashboard/myAccountInfo,25,1015,1025,1154,1301,1708,307,1708,0.00%,.4,3.4,232.55
SP_user_login_46_with_cache,25,2491,2430,3218,3380,4067,887,4067,0.00%,.4,6.9,668.12
167 /escm/productOffer/productModelSearch/productModelSearch,25,2046,1998,2296,2512,3025,1568,3025,0.00%,.4,9.2,303.61
168 /escm/productOffer/showOfferDetails,25,843,844,937,1111,1118,597,1118,0.00%,.4,4.0,126.58
169 /escm/messages,25,14,12,17,21,41,8,41,0.00%,.4,.2,6.41
170 /escm/recentItem,25,14,12,23,33,36,7,36,0.00%,.4,.1,7.67
Offer_search_by_offerid_46_with_cache,25,2918,2913,3309,3406,3848,2241,3848,0.00%,.4,13.2,343.84
TOTAL,475,878,787,2432,2913,3380,7,4067,15.79%,7.5,70.5,985.86
