Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,30,131,37,586,353,143.96,0.00%,.5,2.90,5976.0
Hit_the_portal_with-cache,30,131,37,586,353,143.96,0.00%,.5,2.90,5976.0
676 /escm/login/doAuth?id=loginform,30,3305,1180,5237,4761,1192.26,0.00%,.5,4.29,9550.4
680 /escm/dashboard/myAccountInfo,30,3046,823,4887,4747,1180.12,0.00%,.5,3.78,8365.5
SP_user_login_46_with_cache,30,6351,2003,9071,8670,2231.61,0.00%,.4,7.60,17915.9
143 /escm/productOffer/index,30,3014,970,4849,4571,1076.81,0.00%,6.2,75.85,12553.3
144 /escm/productOffer/list,30,2852,1042,5050,4118,1109.54,0.00%,5.9,71.88,12391.0
147 /escm/productOffer/getAllService,30,93,17,614,258,130.93,0.00%,48.9,23.33,489.0
148 /escm/messages,30,17,8,104,23,17.75,0.00%,288.5,129.86,461.0
146 /escm/productOffer/offerList,30,204,121,918,244,138.42,0.00%,32.7,306.56,9606.0
149 /escm/recentItem,30,15,8,107,20,17.48,0.00%,280.4,93.37,341.0
150 /escm/messages,30,15,9,113,20,18.70,0.00%,265.5,119.52,461.0
151 /escm/recentItem,30,15,8,108,18,17.76,0.00%,277.8,92.50,341.0
List_offers_46_SP_with_cache,30,6230,3238,9675,8903,1970.37,0.00%,3.1,110.96,36643.3
TOTAL,420,1816,8,9675,5018,2458.75,0.00%,6.0,50.91,8647.9
