sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
33 /escm/login/auth,30,97,49,245,253,634,34,634,0.00%,47.3,241.5,120.45
43 /escm/images/favicon.ico,30,12,7,19,22,115,4,115,0.00%,260.9,48749.7,19.93
Hit_the_portal,30,436,366,561,673,965,286,965,100.00%,31.1,21010.3,149.54
65 /escm/login/doAuth?id=loginform,30,15486,9536,37587,38655,44407,2899,44407,0.00%,.7,5.7,11969.64
99 /escm/images/favicon.ico,30,5,5,9,9,24,3,24,0.00%,.5,.1,3.93
sp_userlogin_46,30,16219,10934,38213,39258,45094,3601,45094,0.00%,.7,298.3,11899.63
49 /escm/productOffer/index,30,17954,16966,39705,40993,44783,2527,44783,0.00%,.3,3.5,12808.88
61 /escm/productOffer/getAllService,30,98,28,202,209,219,11,219,0.00%,.5,.2,85.56
59 /escm/productOffer/offerList,30,45,37,59,64,142,28,142,0.00%,.5,2.7,27.16
62 /escm/messages,30,20,10,22,103,117,7,117,0.00%,.5,.2,29.72
63 /escm/messages,30,11,9,17,19,26,5,26,0.00%,.5,.2,4.72
65 /escm/recentItem,30,11,9,16,24,37,5,37,0.00%,.5,.2,6.55
66 /escm/recentItem,30,10,8,15,16,22,5,22,0.00%,.5,.2,4.08
60 /escm/productOffer/offerList,30,190,177,248,250,341,115,341,0.00%,.5,3.7,44.98
67 /escm/messages,30,12,10,13,14,70,7,70,0.00%,.5,.2,11.09
72 /escm/recentItem,30,9,8,13,13,33,6,33,0.00%,.5,.2,4.89
List_offers,30,18441,17305,40089,41346,45291,3046,45291,0.00%,.3,30.7,12766.18
TOTAL,510,4062,32,16713,26556,41866,3,45291,5.88%,5.0,427.9,9384.00
