Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
getOrderList,1,220,220,220,220,220,220,220,0.000%,4.54545,66.61,0.00
TOTAL,1,220,220,220,220,220,220,220,0.000%,4.54545,66.61,0.00
