sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,1,587,587,587,587,587,587,587,0.00%,1.7,9.9,0.00
Hit_the_portal_with-cache,1,587,587,587,587,587,587,587,0.00%,1.7,9.9,0.00
676 /escm/login/doAuth?id=loginform,1,1683,1683,1683,1683,1683,1683,1683,0.00%,.6,5.6,0.00
680 /escm/dashboard/myAccountInfo,1,737,737,737,737,737,737,737,0.00%,1.4,11.2,0.00
SP_user_login_46_with_cache,1,2420,2420,2420,2420,2420,2420,2420,0.00%,.4,7.3,0.00
193 /escm/order/index,1,1372,1372,1372,1372,1372,1372,1372,0.00%,.7,15.8,0.00
194 /escm/order/list,1,1283,1283,1283,1283,1283,1283,1283,0.00%,.8,16.8,0.00
196 /escm/order/showOrderDetail,1,1965,1965,1965,1965,1965,1965,1965,0.00%,.5,11.1,0.00
197 /escm/messages,1,19,19,19,19,19,19,19,0.00%,52.6,23.7,0.00
198 /escm/recentItem,1,16,16,16,16,16,16,16,0.00%,62.5,20.8,0.00
List_orders_with_cache,1,4655,4655,4655,4655,4655,4655,4655,0.00%,.2,14.2,0.00
199 /escm/order/searchOrder,1,437,437,437,437,437,437,437,0.00%,2.3,7.8,0.00
201 /escm/messages,1,26,26,26,26,26,26,26,0.00%,38.5,17.3,0.00
202 /escm/recentItem,1,14,14,14,14,14,14,14,0.00%,71.4,23.8,0.00
200 /escm/order/showOrderDetail,1,2087,2087,2087,2087,2087,2087,2087,0.00%,.5,11.2,0.00
203 /escm/messages,1,71,71,71,71,71,71,71,0.00%,14.1,6.3,0.00
204 /escm/recentItem,1,17,17,17,17,17,17,17,0.00%,58.8,19.6,0.00
Order_search_by_order_id_with_cache,1,2652,2652,2652,2652,2652,2652,2652,0.00%,.4,10.7,0.00
TOTAL,18,1146,587,2420,2652,4655,14,4655,0.00%,3.9,50.6,1223.08
