Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
6 /escm/login/auth,40,196,97,220,553,1790,72,1790,0.00%,1.0,.0
9 /escm/css/theme/jquery-ui-1.8.17.custom.css,40,16,13,19,49,51,10,51,0.00%,1.1,.0
12 /escm/css/jquery.alerts.css,40,10,7,11,30,57,6,57,0.00%,1.1,.0
10 /escm/css/merchant.css,40,73,65,86,116,167,58,167,0.00%,1.1,.0
8 /escm/js/jquery-ui-1.8.17.custom.min.js,40,62,53,74,136,164,47,164,0.00%,1.1,.0
7 /escm/js/jquery-1.5.2.min.js,40,84,72,109,149,241,64,241,0.00%,1.1,.0
15 /escm/js/jquery.alerts.js,40,11,8,11,15,72,6,72,0.00%,1.1,.0
13 /escm/css/jquery.ui.timepicker.css,40,8,7,9,34,41,5,41,0.00%,1.1,.0
14 /escm/js/validator.js,40,11,10,13,24,38,7,38,0.00%,1.1,.0
11 /escm/js/jquery.bpopup.min.js,40,9,8,10,11,42,5,42,0.00%,1.1,.0
17 /escm/css/logintypedialog.css,40,9,8,11,23,43,5,43,0.00%,1.1,.0
16 /escm/images/favicon.ico,40,12,9,21,38,55,6,55,0.00%,1.1,.0
19 /escm/css/modern_ui/images/footer.png,40,6,6,8,8,11,4,11,0.00%,1.1,.0
18 /escm/images/logo.png,40,7,6,8,25,28,5,28,0.00%,1.1,.0
20 /escm/images/add.jpg,40,9,6,10,32,43,4,43,0.00%,1.1,.0
22 /escm/css/fonts/Roboto-Bold.woff,40,8,7,10,14,28,5,28,0.00%,1.1,.0
21 /escm/css/fonts/Roboto-Light.woff,40,7,7,9,10,14,4,14,0.00%,1.1,.0
23 /escm/css/fonts/Roboto-Regular.ttf,40,8,7,11,12,22,5,22,0.00%,1.1,.0
24 /escm/login/doAuth?id=loginform,40,8744,103,17621,17717,17807,34,17807,50.00%,1.1,.0
29 /escm/js/jquery-validate/jquery.validate.min.js,40,203,81,808,857,1028,21,1028,0.00%,2.2,.0
30 /escm/js/jquery.ba-dotimeout.min.js,40,127,73,163,722,859,7,859,0.00%,2.2,.0
28 /escm/js/jquery.blockUI.js,40,117,58,218,349,905,11,905,0.00%,2.2,.0
32 /escm/js/jquery-validate/jquery.metadata.js,40,220,76,666,713,727,7,727,0.00%,2.2,.0
31 /escm/js/datatable.js,40,82,47,205,214,407,7,407,0.00%,2.3,.0
36 /escm/js/jquery-validate/additional-methods.min.js,40,81,33,268,336,343,7,343,0.00%,2.3,.0
35 /escm/js/jquery.qtip-1.0.0-rc3.min.js,40,84,67,188,191,201,13,201,0.00%,2.3,.0
