timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,grpThreads,allThreads,Latency
2015/10/09 16:52:25.362,1578,6 /escm/login/auth,200,OK,Thread Group 1-2,text,true,3,3,1577
2015/10/09 16:52:25.362,553,6 /escm/login/auth,200,OK,Thread Group 1-3,text,true,3,3,552
2015/10/09 16:52:25.150,1790,6 /escm/login/auth,200,OK,Thread Group 1-1,text,true,3,3,1788
2015/10/09 16:52:26.956,50,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-3,text,true,3,3,42
2015/10/09 16:52:26.956,51,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-2,text,true,3,3,43
2015/10/09 16:52:26.956,49,9 /escm/css/theme/jquery-ui-1.8.17.custom.css,200,OK,Thread Group 1-1,text,true,3,3,41
2015/10/09 16:52:27.010,28,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-3,text,true,3,3,27
2015/10/09 16:52:27.009,31,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-2,text,true,3,3,29
2015/10/09 16:52:27.010,57,12 /escm/css/jquery.alerts.css,200,OK,Thread Group 1-1,text,true,3,3,36
2015/10/09 16:52:27.069,116,10 /escm/css/merchant.css,200,OK,Thread Group 1-1,text,true,3,3,34
2015/10/09 16:52:27.040,150,10 /escm/css/merchant.css,200,OK,Thread Group 1-3,text,true,3,3,56
2015/10/09 16:52:27.042,167,10 /escm/css/merchant.css,200,OK,Thread Group 1-2,text,true,3,3,57
2015/10/09 16:52:27.187,136,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-1,text,true,3,3,61
2015/10/09 16:52:27.192,159,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-3,text,true,3,3,52
2015/10/09 16:52:27.211,164,8 /escm/js/jquery-ui-1.8.17.custom.min.js,200,OK,Thread Group 1-2,text,true,3,3,41
2015/10/09 16:52:27.326,150,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-1,text,true,4,4,56
2015/10/09 16:52:27.353,149,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-3,text,true,4,4,51
2015/10/09 16:52:27.478,72,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-1,text,true,4,4,67
2015/10/09 16:52:27.504,51,15 /escm/js/jquery.alerts.js,200,OK,Thread Group 1-3,text,true,4,4,48
2015/10/09 16:52:27.552,34,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-1,text,true,4,4,34
2015/10/09 16:52:27.557,37,13 /escm/css/jquery.ui.timepicker.css,200,OK,Thread Group 1-3,text,true,4,4,37
2015/10/09 16:52:27.377,241,7 /escm/js/jquery-1.5.2.min.js,200,OK,Thread Group 1-2,text,true,4,4,131
2015/10/09 16:52:27.588,38,14 /escm/js/validator.js,200,OK,Thread Group 1-1,text,true,4,4,36
