Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
createSPUser,5,269,263,289,300,300,238,300,0.000%,1.29066,0.33,0.00
TOTAL,5,269,263,289,300,300,238,300,0.000%,1.29066,0.33,0.00
