sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
88 /escm/login/auth,1,613,613,613,613,613,613,613,0.00%,1.6,9.5,0.00
93 /escm/images/favicon.ico,1,9,9,9,9,9,9,9,0.00%,111.1,20763.8,0.00
New_hit_the_portal_4.6,1,1038,1038,1038,1038,1038,1038,1038,0.00%,1.0,736.3,0.00
158 /escm/login/doAuth?id=loginform,1,1156,1156,1156,1156,1156,1156,1156,0.00%,.9,8.1,0.00
184 /escm/images/favicon.ico,1,5,5,5,5,5,5,5,0.00%,200.0,24.4,0.00
new_SP_user_login_4.6,1,2102,2102,2102,2102,2102,2102,2102,0.00%,.5,282.2,0.00
1 /escm/order/index,1,1125,1125,1125,1125,1125,1125,1125,0.00%,.9,19.2,0.00
51 /escm/images/favicon.ico,1,4,4,4,4,4,4,4,0.00%,250.0,30.5,0.00
56 /escm/images/sidebar-bg.jpg,1,8,8,8,8,8,8,8,0.00%,125.0,207.9,0.00
59 /escm/order/showOrderDetail,1,1521,1521,1521,1521,1521,1521,1521,0.00%,.7,14.4,0.00
69 /escm/messages,1,12,12,12,12,12,12,12,0.00%,83.3,37.5,0.00
70 /escm/recentItem,1,13,13,13,13,13,13,13,0.00%,76.9,25.6,0.00
new_List_Orders,1,3798,3798,3798,3798,3798,3798,3798,0.00%,.3,191.5,0.00
TOTAL,13,877,613,2102,2102,3798,4,3798,0.00%,3.4,614.2,1081.61
