Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
524 /escm/login/auth,30,142,84,731,165,113.35,0.00%,41.0,239.50,5976.0
Hit_the_portal_new,30,583,451,1774,664,238.40,0.00%,16.9,9773.86,591832.0
540 /success.txt,30,42023,41997,42269,42025,60.43,100.00%,.7,1.53,2206.0
541 /escm/login/doAuth?id=loginform,30,11359,8758,15838,13663,1784.04,0.00%,.4,3.76,9446.1
543 /escm/,30,10389,5405,13329,13012,2321.11,0.00%,2.3,19.32,8790.0
545 /escm/dashboard/index,30,11679,7547,15903,14269,2294.25,0.00%,1.9,15.89,8627.0
546 /escm/dashboard/myAccountInfo,30,13364,6447,22443,20326,4568.77,0.00%,.4,3.43,8414.4
SP_user_login_46_new,30,89598,76511,101410,100201,6939.81,100.00%,.3,100.19,346819.6
777 /escm/order/index,30,16224,11012,24013,22849,4021.83,0.00%,.4,8.61,22213.8
779 /escm/order/list,30,11981,4887,20954,15080,3366.28,0.00%,.4,8.55,22054.6
783 /escm/images/sidebar-bg.jpg,30,11,4,61,22,12.02,0.00%,.5,0.83,1703.0
785 /escm/order/showOrderDetail,30,6252,1766,12519,11813,4157.01,0.00%,.4,9.04,22383.9
796 /escm/messages,30,50,9,236,193,70.19,0.00%,127.1,57.23,461.0
797 /escm/recentItem,30,30,9,114,87,28.94,0.00%,263.2,87.63,341.0
List_orders_without_cache_4.6,30,34858,26213,48054,41232,4984.86,0.00%,.3,68.95,226789.3
807 /escm/order/searchOrder,30,773,231,4534,1277,897.11,0.00%,6.6,27.58,4268.0
809 /escm/messages,30,37,10,147,76,35.11,0.00%,.2,0.11,461.0
810 /escm/recentItem,30,30,9,222,60,39.90,0.00%,135.1,45.00,341.0
808 /escm/order/showOrderDetail,30,3031,1732,12592,3655,2219.97,0.00%,2.4,52.08,22383.6
812 /escm/messages,30,19,9,75,32,12.83,0.00%,400.0,180.08,461.0
813 /escm/recentItem,30,16,9,43,24,8.07,0.00%,697.7,232.33,341.0
order_search_by_offer_name_without_cache_4.6,30,3947,2095,13015,4669,2770.49,0.00%,2.3,106.05,47111.6
TOTAL,660,11654,4,101410,36362,20460.78,9.09%,4.2,253.59,61519.3
