sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,10,108,56,179,179,477,45,477,0.00%,21.0,122.3,128.63
Hit_the_portal_with-cache,10,108,56,179,179,477,45,477,0.00%,21.0,122.3,128.63
676 /escm/login/doAuth?id=loginform,10,1265,1197,1415,1415,1994,894,1994,0.00%,5.0,46.4,292.11
680 /escm/dashboard/myAccountInfo,10,994,878,1194,1194,1752,720,1752,0.00%,5.7,47.1,278.40
SP_user_login_46_with_cache,10,2259,2184,2896,2896,2953,1735,2953,0.00%,3.4,59.2,408.59
681 /escm/customer/index,10,914,871,929,929,1570,717,1570,0.00%,6.4,99.8,230.03
682 /escm/customer/list,10,863,796,959,959,1431,611,1431,0.00%,7.0,107.7,215.84
684 /escm/customer/setSearchBy,10,17,13,28,28,49,10,49,0.00%,204.1,91.1,11.52
686 /escm/messages,10,11,10,17,17,17,9,17,0.00%,588.2,264.8,2.97
685 /escm/customer/listByCriteria,10,324,320,522,522,596,178,596,0.00%,16.8,73.8,133.00
687 /escm/customer/renderCustomerOrganizationDetails,10,708,601,822,822,1625,429,1625,0.00%,6.2,241.6,325.69
688 /escm/messages,10,14,12,21,21,23,9,23,0.00%,.2,.1,4.88
689 /escm/messages,10,12,10,15,15,31,9,31,0.00%,.2,.1,6.47
List_organizations_with_cache,10,2866,2755,3478,3478,3543,2094,3543,0.00%,2.8,216.0,481.69
524 /escm/login/auth,10,216,152,247,247,664,109,664,0.00%,15.1,87.9,155.02
Hit_the_portal_new,10,810,664,1075,1075,1781,565,1781,0.00%,5.6,3245.1,353.64
540 /success.txt,10,42032,42010,42121,42121,42144,41998,42144,100.00%,.2,.5,50.37
541 /escm/login/doAuth?id=loginform,10,9262,9280,12479,12479,12506,5331,12506,0.00%,.8,7.1,2435.64
543 /escm/,10,4048,4214,4732,4732,5035,2678,5035,0.00%,2.0,17.0,735.97
545 /escm/dashboard/index,10,4701,3339,6797,6797,7439,2682,7439,0.00%,1.3,11.3,1817.79
546 /escm/dashboard/myAccountInfo,10,5538,5917,6571,6571,7294,2922,7294,0.00%,1.4,11.3,1406.08
SP_user_login_46_new,10,66740,66008,69349,69349,69666,64055,69666,100.00%,.1,48.6,1939.39
598 /escm/customer/index,10,4390,4908,5219,5219,5600,2781,5600,0.00%,1.8,28.0,955.14
600 /escm/customer/list,10,3410,3232,3989,3989,4018,2578,4018,0.00%,2.5,38.4,449.94
650 /escm/customer/setSearchBy,10,47,39,78,78,80,21,80,0.00%,125.0,55.8,23.86
652 /escm/images/sidebar-bg.jpg,10,21,21,33,33,45,5,45,0.00%,222.2,369.6,11.39
654 /escm/messages,10,55,35,130,130,136,16,136,0.00%,73.5,33.1,43.25
653 /escm/customer/listByCriteria,10,934,786,1424,1424,1810,348,1810,0.00%,5.5,24.3,407.66
658 /escm/customer/renderCustomerOrganizationDetails,10,3797,2777,6991,6991,7109,1134,7109,0.00%,1.4,55.2,2402.67
673 /escm/messages,10,28,20,47,47,49,13,49,0.00%,204.1,91.9,14.02
674 /escm/messages,10,28,18,65,65,65,12,65,0.00%,153.8,69.3,19.42
List_Organizations_without_cache,10,15468,14135,19652,19652,19675,12828,19675,0.00%,.5,354.8,2366.48
TOTAL,320,5375,822,11596,42009,67024,5,69666,6.25%,.0,.2,13445.47
