sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,20,116,46,252,450,624,33,624,0.00%,32.1,187.0,154.10
Hit_the_portal_with-cache,20,116,46,252,450,624,33,624,0.00%,32.1,187.0,154.10
676 /escm/login/doAuth?id=loginform,20,1100,1038,1228,1268,1742,879,1742,0.00%,11.5,106.8,180.56
680 /escm/dashboard/myAccountInfo,20,817,803,913,920,1004,689,1004,0.00%,19.9,164.2,78.83
SP_user_login_46_with_cache,20,1917,1831,2141,2143,2605,1589,2605,0.00%,7.7,134.7,219.06
681 /escm/customer/index,20,818,777,912,959,1321,664,1321,0.00%,15.1,237.3,137.46
682 /escm/customer/list,20,813,768,874,913,1390,612,1390,0.00%,14.4,221.7,149.18
684 /escm/customer/setSearchBy,20,11,9,16,18,33,8,33,0.00%,606.1,270.5,5.51
686 /escm/messages,20,8,8,11,11,14,7,14,0.00%,1428.6,643.1,1.82
685 /escm/customer/listByCriteria,20,236,207,321,341,407,160,407,0.00%,49.1,216.0,68.67
687 /escm/customer/renderCustomerOrganizationDetails,20,499,474,553,637,1010,373,1010,0.00%,19.8,777.4,132.52
688 /escm/messages,20,10,10,14,15,18,7,18,0.00%,1111.1,500.2,2.85
689 /escm/messages,20,9,9,11,16,24,6,24,0.00%,833.3,375.2,3.90
List_organizations_with_cache,20,2408,2399,2819,2857,2944,1914,2944,0.00%,6.8,519.9,300.73
524 /escm/login/auth,20,146,119,182,327,469,76,469,0.00%,.3,1.9,90.45
Hit_the_portal_new,20,556,521,627,882,1266,332,1266,0.00%,.3,190.7,205.30
540 /success.txt,20,42016,42006,42019,42026,42213,41995,42213,100.00%,.2,.4,45.73
541 /escm/login/doAuth?id=loginform,20,10687,10062,12290,13287,15105,8864,15105,0.00%,1.3,12.1,1541.26
543 /escm/,20,8222,8593,9121,9196,9234,5662,9234,0.00%,.3,2.5,1045.81
545 /escm/dashboard/index,20,7932,8484,9478,9935,11690,5413,11690,0.00%,.3,2.4,1678.09
546 /escm/dashboard/myAccountInfo,20,7790,7070,10880,13572,13688,4786,13688,0.00%,1.5,12.1,2613.13
SP_user_login_46_new,20,77494,78060,80454,81741,83413,70250,83413,100.00%,.1,47.2,3500.23
598 /escm/customer/index,20,8336,8364,11360,12636,13542,4956,13542,0.00%,1.5,23.2,2592.29
600 /escm/customer/list,20,6288,5427,8467,9094,10627,3088,10627,0.00%,1.9,29.0,1935.82
650 /escm/customer/setSearchBy,20,33,21,71,85,96,16,96,0.00%,208.3,93.0,23.71
652 /escm/images/sidebar-bg.jpg,20,9,8,13,18,29,5,29,0.00%,689.7,1147.0,5.46
654 /escm/messages,20,23,16,43,59,84,12,84,0.00%,238.1,107.2,17.99
653 /escm/customer/listByCriteria,20,762,557,1538,1553,1885,321,1885,0.00%,10.6,46.6,456.09
658 /escm/customer/renderCustomerOrganizationDetails,20,1919,1235,5223,5236,5267,711,5267,0.00%,3.8,149.1,1518.71
673 /escm/messages,20,24,16,52,69,74,10,74,0.00%,270.3,121.7,18.50
674 /escm/messages,20,21,15,49,54,56,9,56,0.00%,357.1,160.8,14.83
List_Organizations_without_cache,20,19289,18777,24426,24430,27439,14894,27439,0.00%,.7,508.8,3414.54
TOTAL,640,6263,716,13287,42002,79562,5,83413,6.25%,.1,3.2,15175.78
