Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
467 /escm/login/doAuth?id=loginform,30,1332,1064,1816,1482,162.26,0.00%,16.5,170.33,10558.0
470 /escm/order/newOrder,30,667,523,1072,759,101.14,0.00%,28.0,259.74,9504.0
471 /escm/order/listAllFeaturedOffers,30,6179,4905,6843,6616,425.77,0.00%,4.4,22.17,5178.0
472 /escm/messages,30,19,13,34,23,4.39,0.00%,882.4,397.23,461.0
new_org_login_catalog_landing_with_cache,30,8198,6774,8949,8710,449.04,0.00%,3.4,84.14,25701.0
TOTAL,150,3279,13,8949,8221,3294.45,0.00%,16.8,168.28,10280.4
