Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
524 /escm/login/auth,10,208,121,651,312,156.57,0.00%,15.4,89.65,5976.0
Hit_the_portal_new,10,704,534,1380,775,238.05,0.00%,7.2,4188.12,591832.0
540 /success.txt,10,42020,41997,42181,42006,53.47,100.00%,.2,0.51,2206.0
541 /escm/login/doAuth?id=loginform,10,8604,4543,11768,11518,2256.82,0.00%,.8,7.57,9116.7
543 /escm/,10,3960,1826,4978,4937,1053.98,0.00%,2.0,17.24,8786.2
545 /escm/dashboard/index,10,4331,2599,6035,5943,1313.26,0.00%,1.7,13.96,8626.2
546 /escm/dashboard/myAccountInfo,10,3618,3041,4233,4178,419.39,0.00%,2.4,19.23,8333.8
SP_user_login_46_new,10,64972,62754,68109,66876,1683.26,100.00%,.1,49.67,346404.9
777 /escm/order/index,10,6834,4039,11801,10722,2564.78,0.00%,.8,18.38,22215.4
779 /escm/order/list,10,5398,3730,7683,7504,1450.34,0.00%,1.3,28.04,22060.4
783 /escm/images/sidebar-bg.jpg,10,24,5,60,56,19.16,0.00%,.2,0.28,1703.0
785 /escm/order/showOrderDetail,10,13859,11729,15724,15554,1633.56,0.00%,.1,3.04,22383.7
796 /escm/messages,10,113,96,139,129,12.47,0.00%,71.9,32.39,461.0
797 /escm/recentItem,10,77,45,108,106,21.32,0.00%,92.6,30.83,341.0
List_orders_without_cache_4.6,10,27249,24377,31722,31710,2721.22,0.00%,.1,25.53,226796.5
807 /escm/order/searchOrder,10,1126,814,1640,1431,256.83,0.00%,6.1,25.41,4268.0
809 /escm/messages,10,74,20,212,116,53.43,0.00%,47.2,21.24,461.0
810 /escm/recentItem,10,50,13,183,118,53.70,0.00%,54.6,18.20,341.0
808 /escm/order/showOrderDetail,10,4426,3791,5109,4911,457.69,0.00%,2.0,42.78,22383.2
812 /escm/messages,10,20,11,36,31,8.22,0.00%,277.8,125.05,461.0
813 /escm/recentItem,10,18,9,56,22,13.22,0.00%,178.6,59.47,341.0
order_search_by_offer_name_without_cache_4.6,10,5801,4981,6592,6450,544.33,0.00%,1.5,69.79,47111.2
TOTAL,220,8795,5,68109,29704,15815.49,9.09%,1.5,90.00,61482.2
