sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,5,153,60,80,539,539,40,539,0.00%,9.3,54.1,193.38
Hit_the_portal_with-cache,5,153,60,80,539,539,40,539,0.00%,9.3,54.1,193.38
676 /escm/login/doAuth?id=loginform,5,1183,1176,1189,1334,1334,1056,1334,0.00%,3.7,35.1,88.78
680 /escm/dashboard/myAccountInfo,5,899,935,973,989,989,787,989,0.00%,5.1,41.7,83.86
SP_user_login_46_with_cache,5,2082,2111,2178,2307,2307,1867,2307,0.00%,2.2,38.2,157.69
681 /escm/customer/index,5,964,949,1020,1122,1122,844,1122,0.00%,4.5,69.8,98.33
682 /escm/customer/list,5,936,965,974,1001,1001,854,1001,0.00%,5.0,77.0,55.92
684 /escm/customer/setSearchBy,5,15,15,19,19,19,12,19,0.00%,263.2,117.4,3.14
686 /escm/messages,5,12,11,14,17,17,9,17,0.00%,294.1,132.4,2.80
685 /escm/customer/listByCriteria,5,284,256,309,391,391,209,391,0.00%,12.8,55.1,62.17
687 /escm/customer/renderCustomerOrganizationDetails,5,576,593,598,617,617,505,617,0.00%,8.1,317.7,38.88
688 /escm/messages,5,16,16,17,28,28,10,28,0.00%,178.6,80.4,6.41
689 /escm/messages,5,13,12,13,23,23,9,23,0.00%,217.4,97.9,4.88
List_organizations_with_cache,5,2819,2878,2893,2898,2898,2681,2898,0.00%,1.7,131.8,88.96
11 /escm/customer/listByCriteria,5,504,496,528,531,531,475,531,0.00%,9.4,30.7,21.58
12 /escm/customer/renderCustomerOrganizationDetails,5,1762,1849,1876,1971,1971,1544,1971,0.00%,2.5,365.2,171.53
13 /escm/messages,5,24,16,18,61,61,10,61,0.00%,82.0,36.9,18.69
14 /escm/messages,5,12,12,15,17,17,8,17,0.00%,294.1,132.4,3.43
organization_search_by_organization_id_with_cache,5,2303,2398,2480,2491,2491,2052,2491,0.00%,2.0,297.3,190.33
TOTAL,95,774,528,2111,2491,2893,8,2898,0.00%,32.8,855.7,865.69
