sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,30,157,60,503,586,679,36,679,0.00%,44.2,257.8,187.77
Hit_the_portal_with-cache,30,157,60,503,586,679,36,679,0.00%,44.2,257.8,187.77
143 /escm/productOffer/index,30,63,62,82,86,108,41,108,0.00%,277.8,531.1,16.87
144 /escm/productOffer/list,30,62,59,84,86,117,38,117,0.00%,256.4,490.3,17.79
147 /escm/productOffer/getAllService,30,49,41,71,103,123,25,123,100.00%,243.9,478.7,23.77
148 /escm/messages,30,30,27,35,48,71,22,71,100.00%,422.5,740.2,10.39
146 /escm/productOffer/offerList,30,44,38,54,61,142,32,142,100.00%,211.3,414.6,20.24
149 /escm/recentItem,30,42,38,63,74,87,29,87,100.00%,344.8,676.6,15.36
150 /escm/messages,30,31,27,44,45,56,21,56,100.00%,535.7,938.3,9.63
151 /escm/recentItem,30,44,37,67,69,82,29,82,100.00%,365.9,717.7,13.28
List_offers_46_SP_with_cache,30,368,372,427,440,497,260,497,100.00%,60.4,916.1,56.46
676 /escm/login/doAuth?id=loginform,30,1202,1293,1759,1809,2301,644,2301,0.00%,13.0,121.1,465.16
680 /escm/dashboard/myAccountInfo,30,881,895,1497,1548,1951,309,1951,0.00%,15.4,126.4,494.82
SP_user_login_46_with_cache,30,2083,2155,3239,3304,3498,984,3498,0.00%,8.6,150.2,860.31
167 /escm/productOffer/productModelSearch/productModelSearch,30,2373,2444,2970,2994,3030,1285,3030,0.00%,9.9,227.3,479.29
168 /escm/productOffer/showOfferDetails,30,956,926,1237,1266,1511,628,1511,0.00%,19.9,194.2,197.37
169 /escm/messages,30,20,14,31,37,74,8,74,0.00%,405.4,182.5,13.45
170 /escm/recentItem,30,15,12,33,33,65,7,65,0.00%,461.5,153.7,11.84
Offer_search_by_offerid_46_with_cache,30,3365,3448,4026,4125,4187,2172,4187,0.00%,7.2,240.2,514.11
TOTAL,570,628,61,2390,2998,3868,7,4187,36.84%,136.1,1032.4,998.32
