timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency
10/10/2017 18:37,581,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,,5976,399,1,1,578
10/10/2017 18:37,581,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,5976,399,1,1,578
10/10/2017 18:37,79,675 /escm/login/auth,200,OK,Thread Group 1-2,text,true,,5976,399,2,2,77
10/10/2017 18:37,79,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,5976,399,2,2,77
10/10/2017 18:37,84,675 /escm/login/auth,200,OK,Thread Group 1-3,text,true,,5976,399,3,3,82
10/10/2017 18:37,84,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,5976,399,3,3,82
10/10/2017 18:37,1570,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,9592,3390,3,3,401
10/10/2017 18:37,1360,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,,9586,3306,3,3,281
10/10/2017 18:37,328,675 /escm/login/auth,200,OK,Thread Group 1-5,text,true,,5976,399,5,5,326
10/10/2017 18:37,328,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,5976,399,5,5,326
10/10/2017 18:37,1333,675 /escm/login/auth,200,OK,Thread Group 1-4,text,true,,5976,399,5,5,1311
10/10/2017 18:37,1333,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,5976,399,5,5,1311
10/10/2017 18:37,2445,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,,8441,646,5,5,2439
10/10/2017 18:37,4015,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,18033,4036,5,5,2840
10/10/2017 18:37,2422,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-2,text,true,,8441,646,4,4,2419
10/10/2017 18:37,2781,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-3,text,true,,9587,3354,4,4,260
10/10/2017 18:37,3782,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,18027,3952,4,4,2700
10/10/2017 18:37,68,675 /escm/login/auth,200,OK,Thread Group 1-6,text,true,,5976,399,4,4,65
10/10/2017 18:37,68,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,5976,399,4,4,65
10/10/2017 18:37,1500,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-5,text,true,,9587,3402,4,4,464
10/10/2017 18:37,1499,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-4,text,true,,9587,3390,4,4,395
10/10/2017 18:37,1052,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-3,text,true,,8441,646,4,4,1049
10/10/2017 18:37,3833,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,18028,4000,4,4,1309
10/10/2017 18:37,245,675 /escm/login/auth,200,OK,Thread Group 1-7,text,true,,5976,399,4,4,243
10/10/2017 18:37,245,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,5976,399,4,4,243
10/10/2017 18:37,1329,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-6,text,true,,9587,3330,4,4,274
10/10/2017 18:37,993,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-4,text,true,,8441,646,4,4,988
10/10/2017 18:37,2492,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,18028,4036,4,4,1383
10/10/2017 18:37,1016,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-5,text,true,,8441,646,3,3,1012
10/10/2017 18:37,2516,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,18028,4048,3,3,1476
10/10/2017 18:37,67,675 /escm/login/auth,200,OK,Thread Group 1-8,text,true,,5976,399,3,3,65
10/10/2017 18:37,67,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,5976,399,3,3,65
10/10/2017 18:37,972,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-6,text,true,,8441,646,3,3,967
10/10/2017 18:37,2301,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-6,,true,,18028,3976,3,3,1241
10/10/2017 18:37,1320,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-7,text,true,,9587,3378,2,2,341
10/10/2017 18:37,68,675 /escm/login/auth,200,OK,Thread Group 1-9,text,true,,5976,399,3,3,66
10/10/2017 18:37,68,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,5976,399,3,3,66
10/10/2017 18:37,1351,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-8,text,true,,9587,3378,3,3,336
10/10/2017 18:37,915,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-7,text,true,,8441,646,3,3,910
10/10/2017 18:37,2235,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-7,,true,,18028,4024,3,3,1251
10/10/2017 18:37,63,675 /escm/login/auth,200,OK,Thread Group 1-10,text,true,,5976,399,3,3,60
10/10/2017 18:37,63,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-10,,true,,5976,399,3,3,60
10/10/2017 18:37,1205,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-9,text,true,,9586,3306,3,3,260
10/10/2017 18:37,879,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-8,text,true,,8440,646,3,3,875
10/10/2017 18:37,2230,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-8,,true,,18027,4024,3,3,1211
10/10/2017 18:37,57,675 /escm/login/auth,200,OK,Thread Group 1-11,text,true,,5976,399,3,3,53
10/10/2017 18:37,57,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-11,,true,,5976,399,3,3,53
10/10/2017 18:37,909,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-9,text,true,,8440,646,3,3,908
