"(PDH-CSV 4.0) (India Standard Time)(-330)","\\EASDB01\Processor(_Total)\% Processor Time","\\EASDB01\System\Processor Queue Length"
"10/09/2015 16:00:56.353"," ","2"
"10/09/2015 16:00:59.353","0.26046321178383458","0"
"10/09/2015 16:01:02.353","7.0965362800298637","1"
"10/09/2015 16:01:05.369","26.165430951975289","1"
"10/09/2015 16:01:08.385","7.4831000153774081","1"
"10/09/2015 16:01:11.395","5.3813416193134174","2"
"10/09/2015 16:01:14.397","1.8976967823327251","0"
"10/09/2015 16:01:17.413","5.3109388299991567","0"
"10/09/2015 16:01:20.418","1.4119015767623977","0"
"10/09/2015 16:01:23.434","0.84144197739163262","0"
"10/09/2015 16:01:26.449","0.38868857679906776","0"
"10/09/2015 16:01:29.465","1.4248655394774046","1"
"10/09/2015 16:01:32.528","2.6784713701578422","0"
"10/09/2015 16:01:35.528","0","1"
"10/09/2015 16:01:38.543","0.19387109482253972","0"
"10/09/2015 16:01:41.543","0.19558279874034579","1"
"10/09/2015 16:01:44.559","0","2"
