sampler_label, benchmark_result, currentfile_result, status
65 /escm/login/doAuth?id=loginform,1774,1466,PASS
99 /escm/images/favicon.ico,10,12,FAIL
sp_userlogin_46,2631,2376,PASS
1 /escm/order/index,1307,1441,FAIL
12 /escm/order/showOrderDetail,1971,2075,FAIL
22 /escm/messages,18,33,FAIL
23 /escm/recentItem,23,17,PASS
List_Orders,3556,3800,FAIL
TOTAL,1411,1403,PASS
