sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
33 /escm/login/auth,10,197,68,440,440,766,44,766,0.00%,13.1,66.6,224.31
43 /escm/images/favicon.ico,10,10,10,15,15,17,5,17,0.00%,588.2,109925.9,3.75
Hit_the_portal,10,654,443,1173,1173,1319,350,1319,100.00%,7.6,5123.8,324.77
65 /escm/login/doAuth?id=loginform,10,1842,1776,2076,2076,2144,1569,2144,0.00%,4.7,40.9,185.23
99 /escm/images/favicon.ico,10,8,6,13,13,21,3,21,0.00%,476.2,58.1,5.24
sp_userlogin_46,10,2825,2715,3062,3062,3310,2506,3310,0.00%,3.0,1355.6,241.03
49 /escm/productOffer/index,10,1336,1297,1735,1735,2076,868,2076,0.00%,4.8,56.8,340.01
61 /escm/productOffer/getAllService,10,99,25,226,226,363,14,363,0.00%,.2,.1,118.41
59 /escm/productOffer/offerList,10,65,45,73,73,204,37,204,0.00%,.2,.9,47.69
62 /escm/messages,10,13,12,16,16,21,7,21,0.00%,.2,.1,4.12
63 /escm/messages,10,14,13,18,18,30,8,30,0.00%,.2,.1,6.05
65 /escm/recentItem,10,17,12,23,23,52,8,52,0.00%,.2,.1,12.45
66 /escm/recentItem,10,17,14,28,28,47,8,47,0.00%,.2,.1,11.22
60 /escm/productOffer/offerList,10,251,234,302,302,357,185,357,0.00%,.2,1.2,48.06
67 /escm/messages,10,21,16,27,27,67,9,67,0.00%,.2,.1,15.93
72 /escm/recentItem,10,14,8,25,25,38,6,38,0.00%,.2,.1,9.72
List_offers,10,2016,1968,2606,2606,2712,1259,2712,0.00%,3.7,385.9,474.73
TOTAL,170,553,40,2029,2593,2975,3,3310,5.88%,2.8,242.1,880.41
