timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,grpThreads,allThreads,URL,Latency,Hostname
30/10/2017 11:44,335,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,5976,1,1,http://10.10.3.16:8080/escm/login/auth,324,ESCM-APP
30/10/2017 11:44,335,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,5976,1,1,null,324,ESCM-APP
30/10/2017 11:44,168,675 /escm/login/auth,200,OK,Thread Group 1-2,text,true,5976,2,2,http://10.10.3.16:8080/escm/login/auth,160,ESCM-APP
30/10/2017 11:44,168,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,5976,2,2,null,160,ESCM-APP
30/10/2017 11:44,1459,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,9593,2,2,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,288,ESCM-APP
30/10/2017 11:44,101,675 /escm/login/auth,200,OK,Thread Group 1-3,text,true,5976,3,3,http://10.10.3.16:8080/escm/login/auth,93,ESCM-APP
30/10/2017 11:44,101,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,5976,3,3,null,93,ESCM-APP
30/10/2017 11:44,1440,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,9592,3,3,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,270,ESCM-APP
30/10/2017 11:44,1216,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,8447,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,1206,ESCM-APP
30/10/2017 11:44,2675,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,18040,4,4,null,1494,ESCM-APP
30/10/2017 11:45,225,675 /escm/login/auth,200,OK,Thread Group 1-4,text,true,5976,4,4,http://10.10.3.16:8080/escm/login/auth,218,ESCM-APP
30/10/2017 11:45,225,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,5976,4,4,null,218,ESCM-APP
30/10/2017 11:44,1665,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-3,text,true,9592,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,366,ESCM-APP
30/10/2017 11:45,1175,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-2,text,true,8447,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,1162,ESCM-APP
30/10/2017 11:44,2615,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,18039,4,4,null,1432,ESCM-APP
30/10/2017 11:45,161,675 /escm/login/auth,200,OK,Thread Group 1-5,text,true,5976,5,5,http://10.10.3.16:8080/escm/login/auth,154,ESCM-APP
30/10/2017 11:45,161,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,5976,5,5,null,154,ESCM-APP
30/10/2017 11:45,1485,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-4,text,true,9591,5,5,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,347,ESCM-APP
30/10/2017 11:45,2261,createDraftOrder,200,OK,Thread Group 1-1,text,true,412,5,5,http://10.10.3.16:8080/escm/services/order?wsdl,2261,ESCM-APP
30/10/2017 11:45,1660,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-3,text,true,8446,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,1652,ESCM-APP
30/10/2017 11:44,3325,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,18038,4,4,null,2018,ESCM-APP
30/10/2017 11:45,1666,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-5,text,true,9592,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,386,ESCM-APP
30/10/2017 11:45,1165,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-4,text,true,8447,4,4,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,1157,ESCM-APP
30/10/2017 11:45,2650,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,18038,4,4,null,1504,ESCM-APP
30/10/2017 11:45,2116,createDraftOrder,200,OK,Thread Group 1-2,text,true,412,4,4,http://10.10.3.16:8080/escm/services/order?wsdl,2116,ESCM-APP
30/10/2017 11:45,1062,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-5,text,true,8447,3,3,http://10.10.3.16:8080/escm/dashboard/myAccountInfo,1050,ESCM-APP
30/10/2017 11:45,2728,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,18039,3,3,null,1436,ESCM-APP
30/10/2017 11:45,1580,createDraftOrder,200,OK,Thread Group 1-3,text,true,412,3,3,http://10.10.3.16:8080/escm/services/order?wsdl,1580,ESCM-APP
30/10/2017 11:45,1563,createDraftOrder,200,OK,Thread Group 1-4,text,true,412,2,2,http://10.10.3.16:8080/escm/services/order?wsdl,1563,ESCM-APP
30/10/2017 11:45,1461,createDraftOrder,200,OK,Thread Group 1-5,text,true,412,1,1,http://10.10.3.16:8080/escm/services/order?wsdl,1461,ESCM-APP
