Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
88 /escm/login/auth,5,173,41,589,124,209.83,0.00%,8.5,49.54,5976.0
93 /escm/images/favicon.ico,5,9,6,12,11,2.53,0.00%,416.7,77864.18,191359.0
New_hit_the_portal_4.6,5,678,452,1045,875,237.06,0.00%,4.8,3656.84,782623.0
158 /escm/login/doAuth?id=loginform,5,1144,1055,1291,1157,81.88,0.00%,3.9,36.37,9615.6
184 /escm/images/favicon.ico,5,4,3,9,4,2.24,0.00%,555.6,67.82,125.0
new_SP_user_login_4.6,5,2052,1959,2252,2084,108.48,0.00%,2.2,1316.83,607332.6
1 /escm/order/index,5,1400,1202,1545,1435,111.02,0.00%,3.2,70.08,22173.2
51 /escm/images/favicon.ico,5,5,4,7,6,1.02,0.00%,714.3,87.19,125.0
56 /escm/images/sidebar-bg.jpg,5,4,3,6,4,1.10,0.00%,833.3,1385.90,1703.0
59 /escm/order/showOrderDetail,5,1281,1153,1440,1322,97.68,0.00%,3.5,75.91,22387.0
69 /escm/messages,5,9,7,16,10,3.25,0.00%,312.5,140.69,461.0
70 /escm/recentItem,5,10,7,15,14,3.26,0.00%,333.3,111.00,341.0
new_List_Orders,5,3596,3178,3828,3761,227.34,0.00%,1.3,949.86,744667.2
TOTAL,65,797,3,3828,1990,1055.03,0.00%,17.0,3047.15,183760.7
