timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Hostname
30/10/2017 16:29,300,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,,5976,1,1,297,ESCM-APP
30/10/2017 16:29,300,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,5976,1,1,297,ESCM-APP
30/10/2017 16:29,69,675 /escm/login/auth,200,OK,Thread Group 1-2,text,true,,5976,2,2,64,ESCM-APP
30/10/2017 16:29,69,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,5976,2,2,64,ESCM-APP
30/10/2017 16:29,1416,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,9590,2,2,235,ESCM-APP
30/10/2017 16:29,72,675 /escm/login/auth,200,OK,Thread Group 1-3,text,true,,5976,3,3,69,ESCM-APP
30/10/2017 16:29,72,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,5976,3,3,69,ESCM-APP
30/10/2017 16:29,1250,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-2,text,true,,9592,3,3,216,ESCM-APP
30/10/2017 16:29,899,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,,8447,3,3,893,ESCM-APP
30/10/2017 16:29,2315,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,18037,3,3,1128,ESCM-APP
30/10/2017 16:29,79,675 /escm/login/auth,200,OK,Thread Group 1-4,text,true,,5976,4,4,76,ESCM-APP
30/10/2017 16:29,79,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,5976,4,4,76,ESCM-APP
30/10/2017 16:29,949,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-2,text,true,,8442,4,4,942,ESCM-APP
30/10/2017 16:29,2199,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,18034,4,4,1158,ESCM-APP
30/10/2017 16:29,1366,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-3,text,true,,9590,4,4,323,ESCM-APP
30/10/2017 16:29,77,675 /escm/login/auth,200,OK,Thread Group 1-5,text,true,,5976,5,5,75,ESCM-APP
30/10/2017 16:29,77,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,5976,5,5,75,ESCM-APP
30/10/2017 16:29,1320,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-4,text,true,,9593,5,5,238,ESCM-APP
30/10/2017 16:29,1039,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-3,text,true,,8448,5,5,1032,ESCM-APP
30/10/2017 16:29,2405,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,18038,5,5,1355,ESCM-APP
30/10/2017 16:29,1335,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-5,text,true,,9593,5,5,252,ESCM-APP
30/10/2017 16:29,1020,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-4,text,true,,8448,5,5,1016,ESCM-APP
30/10/2017 16:29,2340,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,18041,5,5,1254,ESCM-APP
30/10/2017 16:29,1057,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-5,text,true,,8448,5,5,1048,ESCM-APP
30/10/2017 16:29,2392,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,18041,5,5,1300,ESCM-APP
30/10/2017 16:29,11285,getOrderListExtended,200,OK,Thread Group 1-1,text,true,,202071,5,5,11261,ESCM-APP
30/10/2017 16:29,11149,getOrderListExtended,200,OK,Thread Group 1-2,text,true,,202071,4,4,11124,ESCM-APP
30/10/2017 16:29,10933,getOrderListExtended,200,OK,Thread Group 1-3,text,true,,202071,3,3,10896,ESCM-APP
30/10/2017 16:29,10771,getOrderListExtended,200,OK,Thread Group 1-4,text,true,,202071,2,2,10745,ESCM-APP
30/10/2017 16:29,10681,getOrderListExtended,200,OK,Thread Group 1-5,text,true,,202071,1,1,10658,ESCM-APP
30/10/2017 18:58,287,675 /escm/login/auth,200,OK,Thread Group 1-1,text,true,,5976,1,1,283,ESCM-APP
30/10/2017 18:58,287,Hit_the_portal_with-cache,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,5976,1,1,283,ESCM-APP
30/10/2017 18:58,1235,676 /escm/login/doAuth?id=loginform,200,OK,Thread Group 1-1,text,true,,9590,1,1,266,ESCM-APP
30/10/2017 18:58,796,680 /escm/dashboard/myAccountInfo,200,OK,Thread Group 1-1,text,true,,8446,1,1,791,ESCM-APP
30/10/2017 18:58,2031,SP_user_login_46_with_cache,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,18036,1,1,1057,ESCM-APP
30/10/2017 18:58,1083,getOrderHistory,200,OK,Thread Group 1-1,text,true,,19574,1,1,1082,ESCM-APP
