sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,10,123,44,188,188,572,37,572,0.00%,17.5,102.0,156.40
Hit_the_portal_with-cache,10,123,44,188,188,572,37,572,0.00%,17.5,102.0,156.40
676 /escm/login/doAuth?id=loginform,10,1880,1550,3070,3070,3401,1110,3401,0.00%,2.9,27.5,764.89
680 /escm/dashboard/myAccountInfo,10,1430,1215,1892,1892,2492,889,2492,0.00%,4.0,33.1,496.88
SP_user_login_46_with_cache,10,3310,3117,4616,4616,4875,2002,4875,0.00%,2.1,36.1,1080.91
681 /escm/customer/index,10,1443,1211,1914,1914,2399,934,2399,0.00%,4.2,65.3,454.16
682 /escm/customer/list,10,1381,1256,2171,2171,2505,927,2505,0.00%,4.0,61.5,510.14
684 /escm/customer/setSearchBy,10,23,17,51,51,56,10,56,0.00%,.2,.1,15.55
686 /escm/messages,10,18,13,36,36,36,10,36,0.00%,.2,.1,9.74
685 /escm/customer/listByCriteria,10,361,354,448,448,570,228,570,0.00%,.2,.7,104.37
687 /escm/customer/renderCustomerOrganizationDetails,10,629,621,757,757,977,384,977,0.00%,.2,6.5,167.85
688 /escm/messages,10,14,12,18,18,24,9,24,0.00%,.2,.1,4.73
689 /escm/messages,10,13,11,22,22,25,8,25,0.00%,.2,.1,5.78
List_organizations_with_cache,10,3885,3479,4986,4986,5257,2811,5257,0.00%,1.9,145.3,838.99
11 /escm/customer/listByCriteria,10,562,516,680,680,746,449,746,0.00%,.2,.5,95.14
12 /escm/customer/renderCustomerOrganizationDetails,10,1735,1546,2155,2155,2315,1463,2315,0.00%,.2,23.4,288.94
13 /escm/messages,10,13,10,19,19,33,7,33,0.00%,.2,.1,7.37
14 /escm/messages,10,12,10,14,14,29,8,29,0.00%,.2,.1,5.90
organization_search_by_organization_id_with_cache,10,2323,2211,2735,2735,2863,1934,2863,0.00%,.2,23.8,307.17
TOTAL,190,1015,516,2735,3401,4875,7,5257,0.00%,3.1,79.7,1230.91
