Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
createReseller,1,4034,4034,4034,4034,4034,4034,4034,0.000%,.24789,0.10,0.00
TOTAL,1,4034,4034,4034,4034,4034,4034,4034,0.000%,.24789,0.10,0.00
