timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,Latency,Hostname
01/11/2017 13:32,6605,createReseller,200,OK,Thread Group 1-1,text,true,,405,1,1,6605,ESCM-APP
