Label,# Samples,Average,Min,Max,90% Line,Std. Dev.,Error %,Throughput,Received KB/sec,Avg. Bytes
675 /escm/login/auth,10,123,37,572,188,156.40,0.00%,17.5,102.03,5976.0
Hit_the_portal_with-cache,10,123,37,572,188,156.40,0.00%,17.5,102.03,5976.0
676 /escm/login/doAuth?id=loginform,10,1880,1110,3401,3070,764.89,0.00%,2.9,27.53,9588.2
680 /escm/dashboard/myAccountInfo,10,1430,889,2492,1892,496.88,0.00%,4.0,33.08,8441.9
SP_user_login_46_with_cache,10,3310,2002,4875,4616,1080.91,0.00%,2.1,36.12,18030.1
681 /escm/customer/index,10,1443,934,2399,1914,454.16,0.00%,4.2,65.32,16046.9
682 /escm/customer/list,10,1381,927,2505,2171,510.14,0.00%,4.0,61.52,15780.3
684 /escm/customer/setSearchBy,10,23,10,56,51,15.55,0.00%,.2,0.07,457.0
686 /escm/messages,10,18,10,36,36,9.74,0.00%,.2,0.08,461.0
685 /escm/customer/listByCriteria,10,361,228,570,448,104.37,0.00%,.2,0.72,4413.0
687 /escm/customer/renderCustomerOrganizationDetails,10,629,384,977,757,167.85,0.00%,.2,6.49,40146.7
688 /escm/messages,10,14,9,24,18,4.73,0.00%,.2,0.08,461.0
689 /escm/messages,10,13,8,25,22,5.78,0.00%,.2,0.08,461.0
List_organizations_with_cache,10,3885,2811,5257,4986,838.99,0.00%,1.9,145.32,78226.9
11 /escm/customer/listByCriteria,10,562,449,746,680,95.14,0.00%,.2,0.54,3338.0
12 /escm/customer/renderCustomerOrganizationDetails,10,1735,1463,2315,2155,288.94,0.00%,.2,23.40,147432.9
13 /escm/messages,10,13,7,33,19,7.37,0.00%,.2,0.08,461.0
14 /escm/messages,10,12,8,29,14,5.90,0.00%,.2,0.08,461.0
organization_search_by_organization_id_with_cache,10,2323,1934,2863,2735,307.17,0.00%,.2,23.81,151692.9
TOTAL,190,1015,7,5257,2735,1230.91,0.00%,3.1,79.71,26729.0
