sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,5,194,111,114,559,559,91,559,0.00%,8.9,52.2,182.29
Hit_the_portal_with-cache,5,194,111,114,559,559,91,559,0.00%,8.9,52.2,182.29
676 /escm/login/doAuth?id=loginform,5,1620,1625,1642,1850,1850,1434,1850,0.00%,2.7,25.3,136.01
680 /escm/dashboard/myAccountInfo,5,1156,1136,1178,1423,1423,1021,1423,0.00%,3.5,29.0,147.21
SP_user_login_46_with_cache,5,2776,2689,3028,3048,3048,2455,3048,0.00%,1.6,28.9,228.32
143 /escm/productOffer/index,5,1225,1168,1421,1467,1467,989,1467,0.00%,3.4,41.8,187.51
144 /escm/productOffer/list,5,1131,1058,1384,1432,1432,822,1432,0.00%,3.5,42.3,238.75
147 /escm/productOffer/getAllService,5,139,81,229,312,312,34,312,0.00%,16.0,7.7,111.20
148 /escm/messages,5,17,16,17,27,27,13,27,0.00%,185.2,83.4,4.88
146 /escm/productOffer/offerList,5,228,211,312,319,319,147,319,0.00%,15.7,147.0,74.99
149 /escm/recentItem,5,15,14,18,19,19,13,19,0.00%,263.2,87.6,2.58
150 /escm/messages,5,13,14,14,15,15,12,15,0.00%,333.3,150.1,1.02
151 /escm/recentItem,5,13,12,16,20,20,10,20,0.00%,250.0,83.3,3.88
List_offers_46_SP_with_cache,5,2784,2869,3288,3432,3432,2050,3432,0.00%,1.5,52.1,542.20
TOTAL,70,822,229,2455,2869,3288,10,3432,0.00%,20.4,172.6,980.31
