sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,30,155,54,415,493,769,36,769,0.00%,.5,2.9,195.62
Hit_the_portal_with-cache,30,155,54,415,493,769,36,769,0.00%,.5,2.9,195.62
676 /escm/login/doAuth?id=loginform,30,5009,3433,10348,10676,11564,922,11564,0.00%,.4,4.0,3294.81
680 /escm/dashboard/myAccountInfo,30,4818,4398,9410,10485,11630,654,11630,0.00%,.4,3.4,2939.27
SP_user_login_46_with_cache,30,9827,7477,16099,16394,17293,1599,17293,0.00%,.4,6.9,5399.54
193 /escm/order/index,30,5944,5665,7614,12096,12637,1351,12637,0.00%,.4,9.0,2770.49
194 /escm/order/list,30,5917,5317,11134,12184,13095,1375,13095,0.00%,.4,8.8,2833.05
196 /escm/order/showOrderDetail,30,1965,1538,2055,2183,7742,1180,7742,0.00%,.4,9.7,1549.13
197 /escm/messages,30,18,12,49,50,50,9,50,0.00%,.5,.2,14.00
198 /escm/recentItem,30,13,14,17,18,39,8,39,0.00%,.5,.2,5.61
List_orders_with_cache,30,13859,13514,20193,20806,21881,4585,21881,0.00%,.4,24.4,4827.99
199 /escm/order/searchOrder,30,426,399,515,659,694,323,694,0.00%,.5,1.7,94.75
201 /escm/messages,30,14,13,22,24,30,8,30,0.00%,.5,.2,5.49
202 /escm/recentItem,30,16,11,17,18,121,8,121,0.00%,.5,.2,22.06
200 /escm/order/showOrderDetail,30,2642,2404,3088,3171,8867,1733,8867,0.00%,.4,10.2,1230.64
203 /escm/messages,30,15,13,20,22,45,9,45,0.00%,.5,.2,6.59
204 /escm/recentItem,30,14,10,22,44,51,8,51,0.00%,.5,.2,11.40
Order_search_by_order_id_with_cache,30,3128,2933,3484,3622,9263,2154,9263,0.00%,.4,12.3,1210.99
TOTAL,540,2996,704,9263,13822,20012,8,21881,0.00%,6.7,87.3,4470.10
