sampler_label, benchmark_result, currentfile_result, status
33 /escm/login/auth,558,197,PASS
43 /escm/images/favicon.ico,10,10,PASS
Hit_the_portal,908,654,PASS
65 /escm/login/doAuth?id=loginform,1440,1842,FAIL
99 /escm/images/favicon.ico,5,8,FAIL
sp_userlogin_46,2164,2825,FAIL
