sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,10,179,59,505,505,600,50,600,0.00%,16.7,97.3,194.25
Hit_the_portal_with-cache,10,179,59,505,505,601,50,601,0.00%,16.6,97.1,194.46
676 /escm/login/doAuth?id=loginform,10,1760,1615,2073,2073,2682,1326,2682,0.00%,3.7,34.9,405.99
680 /escm/dashboard/myAccountInfo,10,1472,1338,2096,2096,2314,935,2314,0.00%,4.3,35.7,437.17
SP_user_login_46_with_cache,10,3233,3313,3828,3828,4456,2277,4456,0.00%,2.2,39.5,676.33
143 /escm/productOffer/index,10,1417,1308,1677,1677,2080,1017,2080,0.00%,4.8,58.9,300.17
144 /escm/productOffer/list,10,1409,1332,1909,1909,2455,932,2455,0.00%,4.1,49.3,461.20
147 /escm/productOffer/getAllService,10,106,64,257,257,276,20,276,0.00%,36.2,17.3,93.36
148 /escm/messages,10,22,16,29,29,71,11,71,0.00%,140.8,63.4,17.27
146 /escm/productOffer/offerList,10,261,217,451,451,492,134,492,0.00%,20.3,190.7,110.66
149 /escm/recentItem,10,17,14,26,26,39,9,39,0.00%,256.4,85.4,8.94
150 /escm/messages,10,13,12,15,15,26,10,26,0.00%,384.6,173.2,4.43
151 /escm/recentItem,10,13,12,16,16,30,8,30,0.00%,333.3,111.0,5.90
List_offers_46_SP_with_cache,10,3262,3269,4133,4133,4459,2208,4459,0.00%,2.2,80.3,700.92
TOTAL,140,953,242,2682,3435,4456,8,4459,0.00%,31.4,265.7,1179.61
