sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
675 /escm/login/auth,30,131,62,353,367,586,37,586,0.00%,.5,2.9,143.96
Hit_the_portal_with-cache,30,131,62,353,367,586,37,586,0.00%,.5,2.9,143.96
676 /escm/login/doAuth?id=loginform,30,3305,3502,4761,5018,5237,1180,5237,0.00%,.5,4.3,1192.26
680 /escm/dashboard/myAccountInfo,30,3046,3245,4747,4779,4887,823,4887,0.00%,.5,3.8,1180.12
SP_user_login_46_with_cache,30,6351,7050,8670,8841,9071,2003,9071,0.00%,.4,7.6,2231.61
143 /escm/productOffer/index,30,3014,3055,4571,4630,4849,970,4849,0.00%,6.2,75.8,1076.81
144 /escm/productOffer/list,30,2852,2657,4118,4136,5050,1042,5050,0.00%,5.9,71.9,1109.54
147 /escm/productOffer/getAllService,30,93,34,258,277,614,17,614,0.00%,48.9,23.3,130.93
148 /escm/messages,30,17,13,23,38,104,8,104,0.00%,288.5,129.9,17.75
146 /escm/productOffer/offerList,30,204,176,244,244,918,121,918,0.00%,32.7,306.6,138.42
149 /escm/recentItem,30,15,10,20,22,107,8,107,0.00%,280.4,93.4,17.48
150 /escm/messages,30,15,10,20,22,113,9,113,0.00%,265.5,119.5,18.70
151 /escm/recentItem,30,15,12,18,20,108,8,108,0.00%,277.8,92.5,17.76
List_offers_46_SP_with_cache,30,6230,6413,8903,8933,9675,3238,9675,0.00%,3.1,111.0,1970.37
TOTAL,420,1816,196,5018,7530,8933,8,9675,0.00%,6.0,50.9,2458.75
