sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_95%_line,aggregate_report_99%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth,aggregate_report_stddev
33 /escm/login/auth,20,119,47,240,337,724,35,724,0.00%,27.6,141.0,159.88
43 /escm/images/favicon.ico,20,9,7,10,13,57,4,57,0.00%,350.9,65569.8,11.10
Hit_the_portal,20,501,337,1005,1140,1472,289,1472,100.00%,13.6,9182.5,317.08
65 /escm/login/doAuth?id=loginform,20,5577,4610,9482,11109,11514,1484,11514,0.00%,1.7,15.9,3378.82
99 /escm/images/favicon.ico,20,7,4,16,18,28,2,28,0.00%,.3,.0,6.57
sp_userlogin_46,20,6484,5709,10680,12666,12727,2016,12727,0.00%,1.6,705.7,3576.40
1 /escm/order/index,20,4396,4248,6657,7157,8281,1016,8281,0.00%,.3,5.5,2063.49
12 /escm/order/showOrderDetail,20,173,182,308,346,372,23,372,100.00%,.3,.4,116.27
22 /escm/messages,20,13,9,24,29,40,7,40,0.00%,.3,.1,8.72
23 /escm/recentItem,20,13,9,26,32,56,6,56,0.00%,.3,.1,11.71
List_Orders,20,4785,4410,7019,7814,8586,1418,8586,100.00%,.3,42.5,2105.97
104 /escm/order/searchOrder,20,1519,1379,2218,2776,2841,176,2841,0.00%,.3,1.4,686.77
105 /escm/order/searchOrder,20,827,308,1708,2241,3294,152,3294,0.00%,.3,1.4,837.64
107 /escm/messages,20,14,10,14,16,96,7,96,0.00%,.3,.2,18.82
109 /escm/messages,20,9,9,12,13,13,6,13,0.00%,.3,.2,1.87
110 /escm/recentItem,20,15,8,30,52,67,6,67,0.00%,.3,.1,16.00
111 /escm/recentItem,20,9,7,15,17,19,6,19,0.00%,.3,.1,3.62
106 /escm/order/showOrderDetail,20,2522,1987,4032,4063,4109,1425,4109,0.00%,.3,6.7,997.30
108 /escm/order/showOrderDetail,20,4972,2234,13533,13658,13778,1449,13778,0.00%,.3,5.8,5008.83
113 /escm/messages,20,15,8,22,65,74,6,74,0.00%,.3,.1,18.46
114 /escm/messages,20,11,9,19,30,33,6,33,0.00%,.3,.1,7.37
115 /escm/recentItem,20,8,7,13,13,23,5,23,0.00%,.3,.1,4.16
116 /escm/recentItem,20,10,8,12,33,40,6,40,0.00%,.3,.1,8.91
order_search_by_offername,20,9954,6650,19183,19531,20576,5180,20576,0.00%,.3,19.1,5565.23
TOTAL,480,1748,41,6120,8586,13778,2,20576,12.50%,6.5,438.1,3333.76
