Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
createReseller,5,11522,11540,12815,14876,14876,7573,14876,0.000%,.26901,0.11,0.00
TOTAL,5,11522,11540,12815,14876,14876,7573,14876,0.000%,.26901,0.11,0.00
